Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
25/05/2024;07:00;12;38;20;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;22;10,63;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;158;91;1014,1;0;121,3;14;0,59;Muy bueno / Oso ona
25/05/2024;06:00;7;28;18;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;26;10,83;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;189;95;1014,3;0;52,1;13,1;0,44;Muy bueno / Oso ona
25/05/2024;05:00;4;19;14;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;31;10,92;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;191;96;1014,6;0;6,5;11,7;0,94;Muy bueno / Oso ona
25/05/2024;04:00;1;13;12;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;38;10,96;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;180;95;1014,8;0;0,4;11,9;0,86;Muy bueno / Oso ona
25/05/2024;03:00;0;13;12;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;45;10,92;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;207;94;1015,3;0;0,4;12,4;0,68;Muy bueno / Oso ona
25/05/2024;02:00;0;11;11;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;50;11;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;186;93;1015,9;0;0,4;12,8;1,03;Muy bueno / Oso ona
25/05/2024;01:00;0;11;11;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;56;10,88;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;191;92;1016,7;0;0,4;12,9;1,25;Muy bueno / Oso ona
24/05/2024;24:00;0;11;10;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;62;10,67;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,5;0;0,4;;;Muy bueno / Oso ona
24/05/2024;23:00;0;7;7;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;67;10,67;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,8;0;0,4;;;Muy bueno / Oso ona
24/05/2024;22:00;2;11;8;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;72;10,79;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,9;0;0,4;;;Muy bueno / Oso ona
24/05/2024;21:00;3;18;15;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;77;10,79;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,5;0;0,4;;;Muy bueno / Oso ona
24/05/2024;20:00;1;12;11;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;80;11;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,2;0;4,1;;;Muy bueno / Oso ona
24/05/2024;19:00;1;9;8;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;81;11,17;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017;0;19,8;;;Muy bueno / Oso ona
24/05/2024;18:00;2;12;9;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;82;11,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,2;0;237,8;;;Muy bueno / Oso ona
24/05/2024;17:00;2;11;8;Muy bueno / Oso ona;81;81;Bueno / Ona;;11,54;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,5;0;120,9;;;Bueno / Ona
24/05/2024;16:00;5;15;8;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;;11,67;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,8;0;80,6;;;Muy bueno / Oso ona
24/05/2024;15:00;4;16;9;Muy bueno / Oso ona;83;83;Bueno / Ona;;11,71;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,9;0;677,1;;;Bueno / Ona
24/05/2024;14:00;4;16;9;Muy bueno / Oso ona;85;85;Bueno / Ona;;11,79;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1018,2;0;959,3;;;Bueno / Ona
24/05/2024;13:00;6;22;13;Muy bueno / Oso ona;83;83;Bueno / Ona;;11,88;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1018,5;0;1017,3;;;Bueno / Ona
24/05/2024;12:00;5;18;10;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;11,92;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1018,8;0;953,9;;;Muy bueno / Oso ona
24/05/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,96;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1019;0;869,1;;;Muy bueno / Oso ona
24/05/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,04;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;347;71;1019,1;0;733,9;15,8;2,8;Muy bueno / Oso ona
24/05/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;12;69;1019,3;0;581,5;16,5;0,82;Muy bueno / Oso ona
24/05/2024;08:00;32;85;37;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;11,67;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;105;76;1019,4;0;281,5;14,9;0,99;Muy bueno / Oso ona
24/05/2024;07:00;48;112;39;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;25;11,29;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;151;85;1019,3;0;125,3;12,8;0,9;Muy bueno / Oso ona
24/05/2024;06:00;35;87;35;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;27;10,92;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;139;93;1019,4;0;38,2;11,4;0,74;Muy bueno / Oso ona
24/05/2024;05:00;5;25;18;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;33;10,5;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;176;93;1019,1;0;3,5;10,4;1,03;Muy bueno / Oso ona
24/05/2024;04:00;1;13;12;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;38;10,17;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;180;92;1019,2;0;0,4;11,2;1,17;Muy bueno / Oso ona
24/05/2024;03:00;0;10;10;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;44;9,96;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;192;92;1019,5;0;0,4;11,4;1,36;Muy bueno / Oso ona
24/05/2024;02:00;0;9;9;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;49;9,63;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;189;93;1019,8;0;0,4;11,4;1,15;Muy bueno / Oso ona
24/05/2024;01:00;0;7;7;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;55;9,42;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;181;93;1020,1;0;0,4;11,7;0,75;Muy bueno / Oso ona
23/05/2024;24:00;1;12;11;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;61;9,33;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,4;0;0,4;;;Muy bueno / Oso ona
23/05/2024;23:00;1;12;11;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;68;9,08;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,3;0;0,4;;;Muy bueno / Oso ona
23/05/2024;22:00;1;10;10;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;74;8,83;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,5;0;0,4;;;Muy bueno / Oso ona
23/05/2024;21:00;3;15;10;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;78;8,71;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,4;0;0,4;;;Muy bueno / Oso ona
23/05/2024;20:00;3;14;10;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;81;8,54;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1019,9;0;11,3;;;Muy bueno / Oso ona
23/05/2024;19:00;3;12;8;Muy bueno / Oso ona;81;81;Bueno / Ona;82;8,33;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1019,8;0;53;;;Bueno / Ona
23/05/2024;18:00;3;17;12;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;81;8,13;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1019,7;0;104,8;;;Muy bueno / Oso ona
23/05/2024;17:00;4;15;9;Muy bueno / Oso ona;84;84;Bueno / Ona;80;7,92;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1019,8;0;167,8;;;Bueno / Ona
23/05/2024;16:00;3;12;7;Muy bueno / Oso ona;85;85;Bueno / Ona;77;7,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1019,8;0;242,4;;;Bueno / Ona
23/05/2024;15:00;4;13;8;Muy bueno / Oso ona;86;86;Bueno / Ona;74;7,71;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,1;0;568,3;;;Bueno / Ona
23/05/2024;14:00;4;14;9;Muy bueno / Oso ona;84;84;Bueno / Ona;68;7,58;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,3;0;861,3;;;Bueno / Ona
23/05/2024;13:00;6;20;12;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;62;7,42;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,6;0;496,2;;;Muy bueno / Oso ona
23/05/2024;12:00;4;16;10;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;59;7,21;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,8;0;369,6;;;Muy bueno / Oso ona
23/05/2024;11:00;4;13;7;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;56;7,04;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,9;0;466,6;;;Muy bueno / Oso ona
23/05/2024;10:00;3;11;7;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;53;6,96;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,8;0;419,5;;;Muy bueno / Oso ona
23/05/2024;09:00;7;22;11;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;49;6,92;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,8;0,1;299,1;;;Muy bueno / Oso ona
23/05/2024;08:00;9;28;14;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;46;7,13;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1020,4;0;181,7;;;Muy bueno / Oso ona
23/05/2024;07:00;16;49;24;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;47;7,42;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1020,3;0;157,5;;;Muy bueno / Oso ona
23/05/2024;06:00;24;73;37;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;49;7,71;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;227;85;1020,1;0;29,2;13,7;1,72;Muy bueno / Oso ona
23/05/2024;05:00;2;10;7;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;51;8;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;216;85;1019,8;0;2,8;12,9;2,29;Muy bueno / Oso ona
23/05/2024;04:00;1;7;7;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;51;8,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;4;Muy bueno / Oso ona;207;91;1019,7;0;0,4;12,4;2,11;Muy bueno / Oso ona
23/05/2024;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;52;8,38;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;190;92;1019,7;0;0,4;12,5;1,71;Muy bueno / Oso ona
23/05/2024;02:00;0;2;2;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;54;8,54;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;199;94;1019,6;0;0,4;12,2;1,92;Muy bueno / Oso ona
23/05/2024;01:00;1;4;3;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;58;8,71;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;192;95;1019,6;0;0,4;12;1,25;Muy bueno / Oso ona
22/05/2024;24:00;1;5;4;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;59;8,83;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;205;93;1019,6;0,1;0,4;12,7;0,93;Muy bueno / Oso ona
22/05/2024;23:00;0;2;2;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;59;9,04;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;236;95;1019,6;0;0,4;12,4;1,57;Muy bueno / Oso ona
22/05/2024;22:00;0;3;3;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;62;9,25;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;235;95;1019,4;0;0,4;12,5;1,3;Muy bueno / Oso ona
22/05/2024;21:00;1;10;8;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;65;9,38;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;216;95;1019,2;0,1;0,4;13;1,59;Muy bueno / Oso ona
22/05/2024;20:00;3;15;11;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;69;9,54;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;233;94;1018,6;0,1;1,7;13,4;1,22;Muy bueno / Oso ona
22/05/2024;19:00;2;18;15;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;73;9,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;219;91;1018,4;0,3;14,1;14,1;1,41;Muy bueno / Oso ona
22/05/2024;18:00;3;13;9;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;73;10;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,9;0;61,7;;;Muy bueno / Oso ona
22/05/2024;17:00;7;37;26;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;72;10,25;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1017,7;0,7;78,7;;;Muy bueno / Oso ona
22/05/2024;16:00;7;37;26;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;68;10,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,1;0,1;170,5;;;Muy bueno / Oso ona
22/05/2024;15:00;5;24;17;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;63;10,71;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016,9;2;89,8;;;Muy bueno / Oso ona
22/05/2024;14:00;4;18;12;Muy bueno / Oso ona;82;82;Bueno / Ona;55;10,92;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016,6;0,3;204,4;;;Bueno / Ona
22/05/2024;13:00;6;25;16;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;46;11,17;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;359;73;1016,3;0,9;119,6;16,6;1,99;Muy bueno / Oso ona
22/05/2024;12:00;5;16;9;Muy bueno / Oso ona;87;87;Bueno / Ona;39;11,33;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016;0;759,1;;;Bueno / Ona
22/05/2024;11:00;6;25;16;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;31;11,5;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016,1;0;731,7;;;Muy bueno / Oso ona
22/05/2024;10:00;7;30;20;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;25;11,67;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016,2;0;567,9;;;Muy bueno / Oso ona
22/05/2024;09:00;14;48;27;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;22;11,88;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;168;69;1016,5;0,1;338,1;17;1,03;Muy bueno / Oso ona
22/05/2024;08:00;31;85;38;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;24;11,79;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;139;77;1016,7;0;244,9;15,4;0,86;Muy bueno / Oso ona
22/05/2024;07:00;47;109;38;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;29;11,63;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;180;89;1016,6;0;122,2;13,1;1,1;Muy bueno / Oso ona
22/05/2024;06:00;53;113;32;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;36;11,54;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016,7;0;22,5;;;Muy bueno / Oso ona
22/05/2024;05:00;3;17;12;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;43;11,46;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016,6;0;3,2;;;Muy bueno / Oso ona
22/05/2024;04:00;1;10;10;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;50;11,42;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;184;96;1016,7;0;0,4;11,1;0,82;Muy bueno / Oso ona
22/05/2024;03:00;0;5;5;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;58;11,29;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;196;95;1016,9;0;0,4;11,7;0,96;Muy bueno / Oso ona
22/05/2024;02:00;2;10;8;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;62;11,21;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;207;94;1017,1;0;0,4;12,4;0,96;Muy bueno / Oso ona
22/05/2024;01:00;1;7;7;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;69;11,17;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;208;94;1017,3;0;0,4;12,9;0,8;Muy bueno / Oso ona
21/05/2024;24:00;0;4;4;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;75;11,17;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,7;0;0,4;;;Muy bueno / Oso ona
21/05/2024;23:00;0;6;6;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;80;11,13;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,6;0;0,4;;;Muy bueno / Oso ona
21/05/2024;22:00;0;5;5;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;84;11,04;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,6;0;0,4;;;Muy bueno / Oso ona
21/05/2024;21:00;1;7;6;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;88;11,13;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1017,4;0;0,4;;;Muy bueno / Oso ona
21/05/2024;20:00;1;9;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;91;11,13;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016,9;0;8,7;;;Muy bueno / Oso ona
21/05/2024;19:00;3;12;7;Muy bueno / Oso ona;87;87;Bueno / Ona;94;11,21;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016,5;0;30,3;;;Bueno / Ona
21/05/2024;18:00;2;10;7;Muy bueno / Oso ona;90;90;Bueno / Ona;94;11,29;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016,2;0;201,4;;;Bueno / Ona
21/05/2024;17:00;4;14;8;Muy bueno / Oso ona;94;94;Bueno / Ona;93;11,25;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1016;0;117,9;;;Bueno / Ona
21/05/2024;16:00;2;9;7;Muy bueno / Oso ona;95;95;Bueno / Ona;91;11,21;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1015,9;0;157,6;;;Bueno / Ona
21/05/2024;15:00;4;16;11;Muy bueno / Oso ona;91;91;Bueno / Ona;82;11,13;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;1016;0;338,4;;;Bueno / Ona
21/05/2024;14:00;5;17;9;Muy bueno / Oso ona;94;94;Bueno / Ona;72;11;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;208;79;1015,9;0,1;219,1;16;2,64;Bueno / Ona
21/05/2024;13:00;3;17;12;Muy bueno / Oso ona;94;94;Bueno / Ona;63;10,83;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;202;74;1015,6;0;438;17;1,08;Bueno / Ona
21/05/2024;12:00;4;14;8;Muy bueno / Oso ona;97;97;Bueno / Ona;55;10,79;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1015,4;0;354;;;Bueno / Ona
21/05/2024;11:00;5;16;9;Muy bueno / Oso ona;93;93;Bueno / Ona;48;10,63;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1015,1;0;325,2;;;Bueno / Ona
21/05/2024;10:00;4;19;12;Muy bueno / Oso ona;88;88;Bueno / Ona;42;10,38;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;1014,7;0;307,6;;;Bueno / Ona
21/05/2024;09:00;3;14;10;Muy bueno / Oso ona;88;88;Bueno / Ona;35;10,08;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;242;69;1014,3;0;403,4;16,6;2,59;Bueno / Ona
21/05/2024;08:00;16;58;34;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;31;9,79;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;196;75;1014;0;189,3;15,7;0,96;Muy bueno / Oso ona
21/05/2024;07:00;29;88;44;Bueno / Ona;14;14;Muy bueno / Oso ona;34;9,42;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;215;87;1013,7;0;88,6;13,6;0,35;Bueno / Ona
21/05/2024;06:00;28;78;36;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;40;9;Muy bueno / Oso ona;5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;324;90;1013,4;0;22,7;13,3;0,11;Muy bueno / Oso ona
21/05/2024;05:00;3;20;16;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;47;8,63;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;184;91;1013,1;0;1,6;11,8;0,75;Muy bueno / Oso ona
21/05/2024;04:00;1;6;5;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;54;8,33;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;199;91;1012,9;0;0,4;11,4;0,67;Muy bueno / Oso ona
21/05/2024;03:00;0;4;4;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;60;8,13;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;198;90;1012,8;0;0,4;11,9;0,7;Muy bueno / Oso ona
21/05/2024;02:00;0;6;6;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;62;7,92;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;203;91;1012,8;0;0,4;12;1,45;Muy bueno / Oso ona
21/05/2024;01:00;0;6;6;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;67;7,58;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;217;92;1013,2;0;0,4;12,3;1,25;Muy bueno / Oso ona
20/05/2024;24:00;0;4;3;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;71;7,29;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;221;92;1013,5;0;0,4;11,8;1,06;Muy bueno / Oso ona
20/05/2024;23:00;0;3;3;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;74;7,04;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;214;90;1013,4;0;0,4;12,5;1,02;Muy bueno / Oso ona
20/05/2024;22:00;0;4;3;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;77;6,88;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;220;86;1013,4;0;0,4;13,4;1,07;Muy bueno / Oso ona
20/05/2024;21:00;1;4;3;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;78;6,58;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;220;80;1013,2;0;0,4;14,8;2,44;Muy bueno / Oso ona
20/05/2024;20:00;2;12;9;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;77;6,42;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;203;82;1012,8;0;2,8;14,9;2,28;Muy bueno / Oso ona
