Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s);ICA Estación
11/02/2024;20:00;1;27;25;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;69;8,46;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;137;65;994,2;0;10,2;1,94;Muy bueno / Oso ona
11/02/2024;19:00;1;30;28;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;72;8,04;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;103;69;994,8;0;10,9;1,03;Muy bueno / Oso ona
11/02/2024;18:00;0;9;8;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;73;7,5;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;323;64;994,6;0;11,9;0,84;Muy bueno / Oso ona
11/02/2024;17:00;1;6;5;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;71;7,38;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;337;60;994,7;0;12,7;1,06;Muy bueno / Oso ona
11/02/2024;16:00;1;4;3;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;69;7,38;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;300;50;994,8;0;13,9;1,81;Muy bueno / Oso ona
11/02/2024;15:00;0;3;3;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;68;7,54;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;286;46;995,3;0;14,2;2,45;Muy bueno / Oso ona
11/02/2024;14:00;1;4;3;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;67;7,71;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;284;48;995,7;0;13,9;2,86;Muy bueno / Oso ona
11/02/2024;13:00;1;6;4;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;67;7,79;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;252;51;996,2;0;13,1;2,27;Muy bueno / Oso ona
11/02/2024;12:00;1;8;6;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;67;7,92;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;243;61;996,6;0;11,2;1,91;Muy bueno / Oso ona
11/02/2024;11:00;2;12;9;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;69;8,08;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;222;77;996,6;0;9,1;1,58;Muy bueno / Oso ona
11/02/2024;10:00;1;12;10;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;71;8,21;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;212;84;996,3;0,5;7,3;1,25;Muy bueno / Oso ona
11/02/2024;09:00;1;9;7;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;74;8,29;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;217;83;995,8;0,5;7;1,34;Muy bueno / Oso ona
11/02/2024;08:00;1;7;5;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;77;8,08;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;209;84;994,9;0,6;6,9;2,25;Muy bueno / Oso ona
11/02/2024;07:00;1;6;5;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;79;8,42;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;243;81;994,5;1,1;7,6;1,76;Muy bueno / Oso ona
11/02/2024;06:00;0;4;3;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;81;8,63;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;264;67;993,7;1,2;9;1,99;Muy bueno / Oso ona
11/02/2024;05:00;0;4;4;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;81;8,83;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;244;65;993;0;9,2;2,14;Muy bueno / Oso ona
11/02/2024;04:00;0;3;3;Muy bueno / Oso ona;82;82;Bueno / Ona;82;8,79;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;280;76;992,9;0,6;9;3,03;Bueno / Ona
11/02/2024;03:00;0;3;3;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;81;8,33;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;261;57;992,4;0;10,5;2,99;Muy bueno / Oso ona
11/02/2024;02:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;81;7,96;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;261;59;992;0;10,4;3,2;Bueno / Ona
11/02/2024;01:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;81;7,67;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;261;62;991,7;0;10,4;3,31;Bueno / Ona
10/02/2024;24:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;81;7,38;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;264;63;991,3;0;10,3;4,08;Bueno / Ona
10/02/2024;23:00;1;5;4;Muy bueno / Oso ona;81;81;Bueno / Ona;81;7,21;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;261;61;990,3;0;10,5;4,06;Bueno / Ona
10/02/2024;22:00;1;8;6;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;81;7,08;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;254;65;989,8;0,1;10;3,24;Muy bueno / Oso ona
10/02/2024;21:00;0;5;5;Muy bueno / Oso ona;81;81;Bueno / Ona;81;6,96;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;265;59;989,2;0;10,8;4,18;Bueno / Ona
10/02/2024;20:00;1;7;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;81;6,63;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;259;57;988,5;0;10,9;3,15;Muy bueno / Oso ona
10/02/2024;19:00;1;7;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;81;6,33;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;259;60;987,7;0;10,8;3,06;Muy bueno / Oso ona
10/02/2024;18:00;1;6;5;Muy bueno / Oso ona;81;81;Bueno / Ona;80;5,96;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;271;61;986,9;0;11,1;3,71;Bueno / Ona
10/02/2024;17:00;0;3;3;Muy bueno / Oso ona;85;85;Bueno / Ona;80;5,58;Muy bueno / Oso ona;1,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;278;64;986,3;0;11,3;5,48;Bueno / Ona
10/02/2024;16:00;0;3;3;Muy bueno / Oso ona;82;82;Bueno / Ona;79;5,17;Muy bueno / Oso ona;1,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;279;61;985,6;0;11,6;5,2;Bueno / Ona
10/02/2024;15:00;1;3;2;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;80;4,88;Muy bueno / Oso ona;1,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;275;62;985;0;11,9;4,3;Muy bueno / Oso ona
10/02/2024;14:00;1;5;3;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;82;4,71;Muy bueno / Oso ona;1,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;269;70;984,8;0;11,3;3,05;Muy bueno / Oso ona
10/02/2024;13:00;1;5;3;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;83;4,63;Muy bueno / Oso ona;1,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;269;75;984,7;0,1;10,3;3,51;Muy bueno / Oso ona
10/02/2024;12:00;1;6;4;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;84;4,5;Muy bueno / Oso ona;1,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;268;82;984,5;0,2;9,1;3,57;Muy bueno / Oso ona
10/02/2024;11:00;1;8;6;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;85;4,33;Muy bueno / Oso ona;1,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;266;79;983,6;0,2;9,3;2,75;Muy bueno / Oso ona
10/02/2024;10:00;1;8;5;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;86;4,17;Muy bueno / Oso ona;1,09;Muy bueno / Oso ona;1;Muy bueno / Oso ona;259;82;982,6;0;8,7;2,59;Muy bueno / Oso ona
10/02/2024;09:00;1;6;4;Muy bueno / Oso ona;82;82;Bueno / Ona;87;4,14;Muy bueno / Oso ona;1,05;Muy bueno / Oso ona;1;Muy bueno / Oso ona;260;86;981,9;0;8,6;3,44;Bueno / Ona
10/02/2024;08:00;0;3;3;Muy bueno / Oso ona;87;87;Bueno / Ona;85;4,1;Muy bueno / Oso ona;1;Muy bueno / Oso ona;1;Muy bueno / Oso ona;267;82;980,9;1,2;9,3;3,2;Bueno / Ona
10/02/2024;07:00;0;2;2;Muy bueno / Oso ona;93;93;Bueno / Ona;83;3,67;Muy bueno / Oso ona;0,9;Muy bueno / Oso ona;1;Muy bueno / Oso ona;273;76;979,6;0,6;10,4;4,26;Bueno / Ona
10/02/2024;06:00;0;2;2;Muy bueno / Oso ona;92;92;Bueno / Ona;79;3,29;Muy bueno / Oso ona;0,86;Muy bueno / Oso ona;1;Muy bueno / Oso ona;285;73;978,5;0;11,1;4,05;Bueno / Ona
10/02/2024;05:00;0;2;2;Muy bueno / Oso ona;85;85;Bueno / Ona;71;2,81;Muy bueno / Oso ona;0,76;Muy bueno / Oso ona;1;Muy bueno / Oso ona;280;80;977,2;0;11,1;4,28;Bueno / Ona
10/02/2024;04:00;0;2;2;Muy bueno / Oso ona;83;83;Bueno / Ona;65;2,48;Muy bueno / Oso ona;0,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;276;94;976,5;2,5;10;2,96;Bueno / Ona
10/02/2024;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;59;2,43;Muy bueno / Oso ona;0,76;Muy bueno / Oso ona;1;Muy bueno / Oso ona;286;91;975,6;1,6;10,4;4,5;Muy bueno / Oso ona
10/02/2024;02:00;0;2;2;Muy bueno / Oso ona;84;84;Bueno / Ona;59;2,38;Muy bueno / Oso ona;0,76;Muy bueno / Oso ona;1;Muy bueno / Oso ona;283;96;974,4;2,3;10,6;3,64;Bueno / Ona
10/02/2024;01:00;0;3;3;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;56;2,43;Muy bueno / Oso ona;0,86;Muy bueno / Oso ona;1;Muy bueno / Oso ona;269;95;973,1;2,9;11,1;2,23;Muy bueno / Oso ona
09/02/2024;24:00;0;4;3;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;54;2,48;Muy bueno / Oso ona;0,81;Muy bueno / Oso ona;1;Muy bueno / Oso ona;256;80;972,2;0,5;12,8;3,2;Muy bueno / Oso ona
09/02/2024;23:00;1;5;4;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;53;2,62;Muy bueno / Oso ona;0,86;Muy bueno / Oso ona;1;Muy bueno / Oso ona;193;71;971,4;0;14,2;2,09;Muy bueno / Oso ona
09/02/2024;22:00;2;25;23;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;53;2,9;Muy bueno / Oso ona;1,05;Muy bueno / Oso ona;1;Muy bueno / Oso ona;209;78;971,4;0;13,7;1,34;Muy bueno / Oso ona
09/02/2024;21:00;1;28;26;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;56;3,29;Muy bueno / Oso ona;1,24;Muy bueno / Oso ona;1;Muy bueno / Oso ona;296;80;971,3;0;13,4;0,66;Muy bueno / Oso ona
09/02/2024;20:00;1;26;24;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;59;3,9;Muy bueno / Oso ona;1,57;Muy bueno / Oso ona;1;Muy bueno / Oso ona;130;81;971,6;0,1;13,4;0,77;Muy bueno / Oso ona
09/02/2024;19:00;1;12;10;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;62;4,33;Muy bueno / Oso ona;1,86;Muy bueno / Oso ona;1;Muy bueno / Oso ona;128;70;972,1;0,4;14,9;4,44;Muy bueno / Oso ona
09/02/2024;18:00;1;9;7;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;63;4,67;Muy bueno / Oso ona;2,05;Muy bueno / Oso ona;1;Muy bueno / Oso ona;147;62;972,1;0;15,8;4,26;Muy bueno / Oso ona
09/02/2024;17:00;1;10;8;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;62;5,05;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;154;61;972,3;0;16;3,57;Muy bueno / Oso ona
09/02/2024;16:00;1;11;9;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;62;5,52;Muy bueno / Oso ona;2,62;Muy bueno / Oso ona;1;Muy bueno / Oso ona;142;57;973,1;0;16,5;1,96;Muy bueno / Oso ona
09/02/2024;15:00;1;8;6;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;61;6,29;Muy bueno / Oso ona;3,1;Muy bueno / Oso ona;1;Muy bueno / Oso ona;143;53;973,4;0;17,1;2,28;Muy bueno / Oso ona
09/02/2024;14:00;1;7;5;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;60;7;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;161;55;974,6;0;16,8;2,99;Muy bueno / Oso ona
09/02/2024;13:00;1;7;5;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;59;7,76;Muy bueno / Oso ona;3,62;Muy bueno / Oso ona;1;Muy bueno / Oso ona;155;56;975,8;0;16,7;2,99;Muy bueno / Oso ona
09/02/2024;12:00;1;8;6;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;59;8,71;Muy bueno / Oso ona;4,14;Muy bueno / Oso ona;1;Muy bueno / Oso ona;156;58;977,2;0;16,3;3,4;Muy bueno / Oso ona
09/02/2024;11:00;;;;Sin datos / Daturik gabe;63;63;Muy bueno / Oso ona;59;9,95;Muy bueno / Oso ona;4,81;Muy bueno / Oso ona;1;Muy bueno / Oso ona;150;57;977,7;0;16;3,93;Muy bueno / Oso ona
09/02/2024;10:00;;;;Sin datos / Daturik gabe;59;59;Muy bueno / Oso ona;59;10,95;Muy bueno / Oso ona;5,23;Muy bueno / Oso ona;1;Muy bueno / Oso ona;164;61;978;0;15,1;3,27;Muy bueno / Oso ona
09/02/2024;09:00;;;;Sin datos / Daturik gabe;57;57;Muy bueno / Oso ona;60;12,3;Muy bueno / Oso ona;5,87;Muy bueno / Oso ona;1;Muy bueno / Oso ona;170;64;978,3;0;14,6;3,24;Muy bueno / Oso ona
09/02/2024;08:00;0;15;15;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;62;13,54;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;134;65;978,3;0;14,3;3,65;Muy bueno / Oso ona
09/02/2024;07:00;0;13;13;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;64;15,25;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;126;66;978;0;14;2,76;Muy bueno / Oso ona
09/02/2024;06:00;0;8;8;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;67;17,13;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;115;72;978,6;0,2;13,2;2,85;Muy bueno / Oso ona
09/02/2024;05:00;0;5;5;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;68;19,33;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;120;67;979,5;0,2;13,9;1,73;Muy bueno / Oso ona
09/02/2024;04:00;0;2;2;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;69;21,29;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;153;65;979,8;0,1;14,4;4,12;Bueno / Ona
09/02/2024;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;70;22,67;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;158;57;980,3;0;15,4;3,2;Bueno / Ona
09/02/2024;02:00;0;2;2;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;70;23,67;Bueno / Ona;11,33;Bueno / Ona;1;Muy bueno / Oso ona;156;57;980,4;0;15,4;3,64;Bueno / Ona
09/02/2024;01:00;0;2;2;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;71;24,38;Bueno / Ona;11,67;Bueno / Ona;1;Muy bueno / Oso ona;159;57;981;0;15,2;4,35;Bueno / Ona
08/02/2024;24:00;0;2;2;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;71;24,88;Bueno / Ona;11,92;Bueno / Ona;1;Muy bueno / Oso ona;171;54;981,9;0;15,5;4,85;Bueno / Ona
08/02/2024;23:00;0;3;3;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;72;25,21;Bueno / Ona;12,13;Bueno / Ona;1;Muy bueno / Oso ona;174;51;982,3;0;15,9;4,66;Bueno / Ona
08/02/2024;22:00;0;3;3;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;73;25,42;Bueno / Ona;12,25;Bueno / Ona;1;Muy bueno / Oso ona;192;48;982,5;0;16,4;4,35;Bueno / Ona
08/02/2024;21:00;0;4;4;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;72;25,42;Bueno / Ona;12,21;Bueno / Ona;1;Muy bueno / Oso ona;182;48;982,8;0;16,5;4,49;Bueno / Ona
08/02/2024;20:00;0;4;4;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;71;25,17;Bueno / Ona;12,04;Bueno / Ona;1;Muy bueno / Oso ona;172;47;983,6;0;16,6;4,24;Bueno / Ona
08/02/2024;19:00;0;5;5;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;69;25,13;Bueno / Ona;12;Bueno / Ona;1;Muy bueno / Oso ona;157;47;984,5;0;16,3;3,54;Bueno / Ona
08/02/2024;18:00;0;5;5;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;67;25,29;Bueno / Ona;12,17;Bueno / Ona;1;Muy bueno / Oso ona;155;50;985,2;0;15,8;4,19;Bueno / Ona
08/02/2024;17:00;0;6;6;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;65;25,5;Bueno / Ona;12,25;Bueno / Ona;1;Muy bueno / Oso ona;171;40;985,6;0;17,4;2,66;Bueno / Ona
08/02/2024;16:00;0;6;6;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;62;25,83;Bueno / Ona;12,46;Bueno / Ona;1;Muy bueno / Oso ona;184;37;986,2;0;18;2,88;Bueno / Ona
08/02/2024;15:00;0;5;5;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;60;26,08;Bueno / Ona;12,58;Bueno / Ona;1;Muy bueno / Oso ona;182;39;987,2;0;18;3,34;Bueno / Ona
08/02/2024;14:00;0;5;5;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;58;26,25;Bueno / Ona;12,83;Bueno / Ona;2;Muy bueno / Oso ona;185;41;988,8;0;17,6;3,89;Bueno / Ona
08/02/2024;13:00;0;8;8;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;57;26,46;Bueno / Ona;13,17;Bueno / Ona;2;Muy bueno / Oso ona;182;38;990,4;0;17,8;2,61;Bueno / Ona
08/02/2024;12:00;0;9;9;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;57;26,38;Bueno / Ona;13,21;Bueno / Ona;2;Muy bueno / Oso ona;155;42;991,7;0;16,9;3,61;Bueno / Ona
08/02/2024;11:00;0;9;9;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;58;26,46;Bueno / Ona;13,46;Bueno / Ona;2;Muy bueno / Oso ona;187;43;992,8;0;16,8;2,35;Bueno / Ona
08/02/2024;10:00;0;5;5;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;58;26,21;Bueno / Ona;13,63;Bueno / Ona;2;Muy bueno / Oso ona;168;44;993,2;0;17,1;2,62;Bueno / Ona
08/02/2024;09:00;0;8;7;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;58;25,33;Bueno / Ona;13,38;Bueno / Ona;1;Muy bueno / Oso ona;161;44;993,7;0;17,2;2,47;Bueno / Ona
08/02/2024;08:00;0;9;9;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;58;24,46;Bueno / Ona;13,21;Bueno / Ona;1;Muy bueno / Oso ona;171;48;994,3;0;16,8;2,23;Bueno / Ona
08/02/2024;07:00;0;9;8;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;57;23,46;Bueno / Ona;12,92;Bueno / Ona;1;Muy bueno / Oso ona;185;49;995,4;0;16,6;1,87;Bueno / Ona
08/02/2024;06:00;0;3;3;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;57;22,25;Bueno / Ona;12,54;Bueno / Ona;2;Muy bueno / Oso ona;156;49;995,7;0;17,3;3,48;Bueno / Ona
08/02/2024;05:00;0;2;2;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;55;;Sin datos / Daturik gabe;12;Bueno / Ona;2;Muy bueno / Oso ona;171;54;997,1;0;17;3,04;Bueno / Ona
08/02/2024;04:00;0;3;3;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;54;19,38;Muy bueno / Oso ona;11,54;Bueno / Ona;1;Muy bueno / Oso ona;194;56;998,5;0;16,7;2,21;Bueno / Ona
08/02/2024;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;53;18,71;Muy bueno / Oso ona;11,42;Bueno / Ona;2;Muy bueno / Oso ona;178;57;999,4;0;16,6;2,78;Bueno / Ona
08/02/2024;02:00;0;3;3;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;53;18,5;Muy bueno / Oso ona;11,54;Bueno / Ona;2;Muy bueno / Oso ona;160;61;999,9;0;16,2;2,74;Bueno / Ona
08/02/2024;01:00;0;3;3;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;53;18,58;Muy bueno / Oso ona;11,88;Bueno / Ona;1;Muy bueno / Oso ona;178;64;1000,3;0;15,9;2,76;Bueno / Ona
07/02/2024;24:00;0;4;4;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;54;18,96;Muy bueno / Oso ona;12,42;Bueno / Ona;2;Muy bueno / Oso ona;199;66;1001;0;15,6;1,99;Bueno / Ona
07/02/2024;23:00;0;7;6;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;55;19,33;Muy bueno / Oso ona;12,83;Bueno / Ona;2;Muy bueno / Oso ona;189;69;1001,6;0;15;1,07;Bueno / Ona
07/02/2024;22:00;0;7;7;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;56;19,67;Muy bueno / Oso ona;13,17;Bueno / Ona;1;Muy bueno / Oso ona;180;72;1002,3;0;14,7;0,86;Bueno / Ona
07/02/2024;21:00;0;6;6;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;58;;Sin datos / Daturik gabe;13,71;Bueno / Ona;2;Muy bueno / Oso ona;208;75;1002,7;0;14,4;2,79;Bueno / Ona
07/02/2024;20:00;0;9;9;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;58;;Sin datos / Daturik gabe;14,33;Bueno / Ona;2;Muy bueno / Oso ona;204;81;1003,1;0,1;13,5;2,15;Bueno / Ona
07/02/2024;19:00;0;12;12;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;57;21,42;Bueno / Ona;14,75;Bueno / Ona;1;Muy bueno / Oso ona;176;82;1003,5;0,3;13,1;2,36;Bueno / Ona
07/02/2024;18:00;0;14;14;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;52;21,71;Bueno / Ona;14,96;Bueno / Ona;1;Muy bueno / Oso ona;193;75;1004;0,5;13,8;2,05;Bueno / Ona
07/02/2024;17:00;0;12;12;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;47;22;Bueno / Ona;15,17;Bueno / Ona;1;Muy bueno / Oso ona;193;58;1004,2;0;15,6;1,82;Bueno / Ona
07/02/2024;16:00;1;14;12;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;42;21,92;Bueno / Ona;15,17;Bueno / Ona;1;Muy bueno / Oso ona;200;50;1004,5;0;16,3;1,81;Bueno / Ona
07/02/2024;15:00;1;14;12;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;35;21,71;Bueno / Ona;15,13;Bueno / Ona;1;Muy bueno / Oso ona;210;48;1004,8;0;16,3;2,1;Bueno / Ona
07/02/2024;14:00;1;12;10;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;28;21,63;Bueno / Ona;15,13;Bueno / Ona;2;Muy bueno / Oso ona;208;45;1005,1;0;16,1;2,45;Bueno / Ona
07/02/2024;13:00;2;19;16;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;23;21,46;Bueno / Ona;14,96;Bueno / Ona;2;Muy bueno / Oso ona;178;46;1005,8;0;16,4;1,07;Bueno / Ona
07/02/2024;12:00;5;27;20;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;19;21,63;Bueno / Ona;15,08;Bueno / Ona;2;Muy bueno / Oso ona;351;54;1006,9;0;15,7;0,63;Bueno / Ona
07/02/2024;11:00;21;73;41;Bueno / Ona;16;16;Muy bueno / Oso ona;17;21,21;Bueno / Ona;14,75;Bueno / Ona;2;Muy bueno / Oso ona;58;61;1007,5;0;14;0,71;Bueno / Ona
07/02/2024;10:00;16;57;33;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;17;21,04;Bueno / Ona;14,58;Bueno / Ona;2;Muy bueno / Oso ona;80;67;1007,7;0;12,2;0,27;Bueno / Ona
07/02/2024;09:00;13;55;36;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;18;21,13;Bueno / Ona;14,63;Bueno / Ona;2;Muy bueno / Oso ona;154;76;1007,7;0;9,7;0,41;Bueno / Ona
07/02/2024;08:00;10;59;45;Bueno / Ona;7;7;Muy bueno / Oso ona;19;21,25;Bueno / Ona;14,67;Bueno / Ona;2;Muy bueno / Oso ona;162;83;1007,6;0;7,6;0,29;Bueno / Ona
07/02/2024;07:00;4;45;40;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;21;21,38;Bueno / Ona;14,75;Bueno / Ona;2;Muy bueno / Oso ona;116;86;1007,5;0;6,9;0,49;Bueno / Ona
07/02/2024;06:00;0;29;28;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;21;21,38;Bueno / Ona;14,75;Bueno / Ona;2;Muy bueno / Oso ona;130;86;1007,7;0;7,1;1,08;Bueno / Ona
07/02/2024;05:00;0;20;20;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;20;21,42;Bueno / Ona;14,79;Bueno / Ona;2;Muy bueno / Oso ona;154;85;1008,1;0;7,5;1,07;Bueno / Ona
