Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);Tº (ºC);V.vien (m/s);ICA Estación
09/09/2025;21:00;0,18;0,16;2;33;31;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;20:00;0,17;0,16;1;26;25;Muy bueno / Oso ona;15,54;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;136;67;19,3;0,35;Muy bueno / Oso ona
09/09/2025;19:00;0,14;0,16;0;11;11;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;64;19,5;0,45;Muy bueno / Oso ona
09/09/2025;18:00;0,16;0,16;1;14;13;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;17:00;0,14;0,17;2;12;10;Muy bueno / Oso ona;16,17;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;16:00;0,14;0,2;3;19;14;Muy bueno / Oso ona;16,17;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;15:00;0,17;0,23;2;10;7;Muy bueno / Oso ona;15,88;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;14:00;0,17;0,23;2;10;8;Muy bueno / Oso ona;16;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;13:00;0,17;0,24;2;10;8;Muy bueno / Oso ona;16,38;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;12:00;0,18;0,24;3;17;13;Muy bueno / Oso ona;16,63;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;10;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;11:00;0,19;0,24;7;28;18;Muy bueno / Oso ona;16,25;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;15;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;10:00;0,22;0,23;6;33;25;Muy bueno / Oso ona;16,21;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
09/09/2025;09:00;0,37;0,22;10;46;30;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;8;Muy bueno / Oso ona;326;85;16,9;0,48;Muy bueno / Oso ona
09/09/2025;08:00;0,38;0,19;14;54;32;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;9;Muy bueno / Oso ona;59;84;16,3;1,15;Muy bueno / Oso ona
09/09/2025;07:00;0,21;0,15;14;53;33;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;8;Muy bueno / Oso ona;162;83;16,4;0,61;Muy bueno / Oso ona
09/09/2025;06:00;0,2;0,14;7;41;31;Muy bueno / Oso ona;14,67;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;145;85;16,1;0,94;Muy bueno / Oso ona
09/09/2025;05:00;0,18;0,13;3;27;23;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;120;85;16,1;0,8;Muy bueno / Oso ona
09/09/2025;04:00;0,16;0,13;1;17;16;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;9;Muy bueno / Oso ona;140;83;16,3;0,65;Muy bueno / Oso ona
09/09/2025;03:00;0,11;0,12;1;11;10;Muy bueno / Oso ona;14,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;9;Muy bueno / Oso ona;157;84;16,3;0,8;Muy bueno / Oso ona
09/09/2025;02:00;0,12;0,13;1;11;10;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;10;Muy bueno / Oso ona;145;84;16,4;0,68;Muy bueno / Oso ona
09/09/2025;01:00;0,11;0,13;1;11;10;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;12;Muy bueno / Oso ona;143;85;16,5;0,73;Muy bueno / Oso ona
08/09/2025;24:00;0,12;0,14;1;11;10;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;10;Muy bueno / Oso ona;156;83;16,5;0,55;Muy bueno / Oso ona
08/09/2025;23:00;0,12;0,15;0;9;9;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;9;Muy bueno / Oso ona;245;82;16,5;1;Muy bueno / Oso ona
08/09/2025;22:00;0,13;0,16;1;9;8;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;257;86;16,1;1,21;Muy bueno / Oso ona
08/09/2025;21:00;0,14;0,16;1;15;14;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;282;78;17,2;1;Muy bueno / Oso ona
08/09/2025;20:00;0,15;0,17;1;15;14;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;7;Muy bueno / Oso ona;284;79;17,4;1,5;Muy bueno / Oso ona
08/09/2025;19:00;0,16;0,17;1;20;19;Muy bueno / Oso ona;14,92;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;9;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
08/09/2025;18:00;0,16;0,17;1;24;23;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;12;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
08/09/2025;17:00;0,16;0,18;2;25;22;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;10;Muy bueno / Oso ona;262;75;17,9;1,39;Muy bueno / Oso ona
08/09/2025;16:00;0,16;0,18;3;21;17;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;267;81;17,3;1,35;Muy bueno / Oso ona
08/09/2025;15:00;0,2;0,19;2;13;11;Muy bueno / Oso ona;14,83;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;300;78;17,7;1,63;Muy bueno / Oso ona
08/09/2025;14:00;0,17;0,18;2;15;13;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;9;Muy bueno / Oso ona;283;69;18,6;2,37;Muy bueno / Oso ona
08/09/2025;13:00;0,18;0,19;2;16;13;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;11;Muy bueno / Oso ona;283;74;18,7;1,8;Muy bueno / Oso ona
08/09/2025;12:00;0,18;0,19;3;17;14;Muy bueno / Oso ona;13,96;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;8;Muy bueno / Oso ona;283;81;18;2,15;Muy bueno / Oso ona
08/09/2025;11:00;0,18;0,19;2;19;16;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;10;Muy bueno / Oso ona;284;76;18,6;1,51;Muy bueno / Oso ona
08/09/2025;10:00;0,19;0,19;2;19;16;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
08/09/2025;09:00;0,19;0,19;1;17;16;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;7;Muy bueno / Oso ona;284;83;17,3;1,82;Muy bueno / Oso ona
08/09/2025;08:00;0,2;0,19;2;20;18;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;280;91;16,6;1,79;Muy bueno / Oso ona
08/09/2025;07:00;0,19;0,19;1;13;12;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;281;87;16,7;2,54;Muy bueno / Oso ona
08/09/2025;06:00;0,19;0,19;1;14;13;Muy bueno / Oso ona;17,21;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;280;77;18;2,07;Muy bueno / Oso ona
08/09/2025;05:00;0,19;0,2;1;19;18;Muy bueno / Oso ona;17,83;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;11;Muy bueno / Oso ona;358;81;18,8;0,39;Muy bueno / Oso ona
08/09/2025;04:00;0,2;0,2;1;12;12;Muy bueno / Oso ona;18,13;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;281;83;18,3;0,99;Muy bueno / Oso ona
08/09/2025;03:00;0,19;0,2;0;8;8;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;270;86;17,8;1,09;Muy bueno / Oso ona
08/09/2025;02:00;0,18;0,2;0;9;9;Muy bueno / Oso ona;18;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;285;82;18,5;1,08;Muy bueno / Oso ona
08/09/2025;01:00;0,18;0,2;0;9;9;Muy bueno / Oso ona;18,17;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;278;82;18,5;1,16;Muy bueno / Oso ona
07/09/2025;24:00;0,18;0,2;0;6;6;Muy bueno / Oso ona;18,58;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;270;83;18,3;1,64;Muy bueno / Oso ona
07/09/2025;23:00;0,21;0,2;1;11;10;Muy bueno / Oso ona;18,92;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;266;88;18;1,62;Muy bueno / Oso ona
07/09/2025;22:00;0,24;0,19;1;20;19;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;286;86;18,8;2,67;Muy bueno / Oso ona
07/09/2025;21:00;0,23;0,18;0;12;11;Muy bueno / Oso ona;21,13;Bueno / Ona;7,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;288;75;20,8;2,41;Bueno / Ona
07/09/2025;20:00;0,19;0,17;0;8;8;Muy bueno / Oso ona;21,71;Bueno / Ona;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;295;73;21,7;1,4;Bueno / Ona
07/09/2025;19:00;0,2;0,18;1;10;9;Muy bueno / Oso ona;22,46;Bueno / Ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;295;74;21,8;1,54;Bueno / Ona
07/09/2025;18:00;0,19;0,18;1;8;7;Muy bueno / Oso ona;23;Bueno / Ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Bueno / Ona
07/09/2025;17:00;0,18;0,18;1;10;9;Muy bueno / Oso ona;23,46;Bueno / Ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;290;72;22,6;2,02;Bueno / Ona
07/09/2025;16:00;0,17;0,18;1;7;6;Muy bueno / Oso ona;23,83;Bueno / Ona;9,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;293;68;23,1;2,12;Bueno / Ona
07/09/2025;15:00;0,15;0,18;1;4;4;Muy bueno / Oso ona;24,25;Bueno / Ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;299;63;23,9;1,92;Bueno / Ona
07/09/2025;14:00;0,15;0,19;1;5;4;Muy bueno / Oso ona;24,5;Bueno / Ona;9,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;302;61;24,6;1,79;Bueno / Ona
07/09/2025;13:00;0,16;0,19;1;6;5;Muy bueno / Oso ona;24,67;Bueno / Ona;9,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;296;59;25;2,3;Bueno / Ona
07/09/2025;12:00;0,2;0,18;1;11;10;Muy bueno / Oso ona;24,42;Bueno / Ona;9,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;288;67;24,6;2,69;Bueno / Ona
07/09/2025;11:00;0,21;0,18;2;18;16;Muy bueno / Oso ona;24,04;Bueno / Ona;8,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;318;56;27,2;0,52;Bueno / Ona
07/09/2025;10:00;0,21;0,17;1;15;14;Muy bueno / Oso ona;23,58;Bueno / Ona;8,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;113;48;28,4;0,85;Bueno / Ona
07/09/2025;09:00;0,21;0,16;1;14;13;Muy bueno / Oso ona;23,33;Bueno / Ona;7,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;132;49;27,8;0,85;Bueno / Ona
07/09/2025;08:00;0,19;0,15;1;10;9;Muy bueno / Oso ona;23,17;Bueno / Ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;131;49;27;1,56;Bueno / Ona
07/09/2025;07:00;0,18;0,14;0;5;5;Muy bueno / Oso ona;22,46;Bueno / Ona;6,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;172;47;27,5;2,04;Bueno / Ona
07/09/2025;06:00;0,15;0,14;0;5;5;Muy bueno / Oso ona;22,25;Bueno / Ona;6,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;154;48;27,5;2,1;Bueno / Ona
07/09/2025;05:00;0,14;0,14;0;4;4;Muy bueno / Oso ona;22,33;Bueno / Ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;169;47;27,6;2,44;Bueno / Ona
07/09/2025;04:00;0,14;0,15;0;3;3;Muy bueno / Oso ona;22,42;Bueno / Ona;7,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;187;46;27,8;2,18;Bueno / Ona
07/09/2025;03:00;0,14;0,15;0;3;3;Muy bueno / Oso ona;22,46;Bueno / Ona;7,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;183;43;28,3;2,31;Bueno / Ona
07/09/2025;02:00;0,14;0,16;0;5;5;Muy bueno / Oso ona;22,54;Bueno / Ona;7,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;168;42;28,8;1,59;Bueno / Ona
07/09/2025;01:00;0,14;0,16;0;4;4;Muy bueno / Oso ona;22,54;Bueno / Ona;7,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;190;40;29,7;1,69;Bueno / Ona
06/09/2025;24:00;0,14;0,17;0;6;6;Muy bueno / Oso ona;22,33;Bueno / Ona;7,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;176;39;30,6;2,49;Bueno / Ona
06/09/2025;23:00;0,15;0,17;0;10;10;Muy bueno / Oso ona;22,04;Bueno / Ona;7,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;149;37;31,2;1,86;Bueno / Ona
06/09/2025;22:00;0,17;0,18;1;18;17;Muy bueno / Oso ona;21,46;Bueno / Ona;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;129;39;30,8;2,06;Bueno / Ona
06/09/2025;21:00;0,17;0,18;1;17;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;109;39;31,2;1,93;Muy bueno / Oso ona
06/09/2025;20:00;0,19;0,18;1;20;19;Muy bueno / Oso ona;21,13;Bueno / Ona;7,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;113;37;31,9;1,77;Bueno / Ona
06/09/2025;19:00;0,2;0,18;1;25;24;Muy bueno / Oso ona;21,13;Bueno / Ona;7,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;33;33,3;1,61;Bueno / Ona
06/09/2025;18:00;0,17;0,17;1;12;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;108;30;35,3;1,89;Muy bueno / Oso ona
06/09/2025;17:00;0,18;0,17;1;9;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;101;32;35,7;2,19;Muy bueno / Oso ona
06/09/2025;16:00;0,18;0,17;1;9;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;103;33;36;2,33;Muy bueno / Oso ona
06/09/2025;15:00;0,18;0,17;1;8;7;Muy bueno / Oso ona;19,96;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;115;32;36,3;1,79;Muy bueno / Oso ona
06/09/2025;14:00;0,18;0,17;1;7;6;Muy bueno / Oso ona;19,58;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;148;32;36,5;1,46;Muy bueno / Oso ona
06/09/2025;13:00;0,17;0,18;1;7;6;Muy bueno / Oso ona;19,42;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;180;34;35,3;1,29;Muy bueno / Oso ona
06/09/2025;12:00;0,17;0,19;2;9;7;Muy bueno / Oso ona;19,38;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;119;38;33,7;1,26;Muy bueno / Oso ona
06/09/2025;11:00;0,16;0,2;1;9;7;Muy bueno / Oso ona;19,21;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
06/09/2025;10:00;0,17;0,21;2;10;8;Muy bueno / Oso ona;19,42;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;132;49;30;1,71;Muy bueno / Oso ona
06/09/2025;09:00;0,16;0,21;1;10;8;Muy bueno / Oso ona;19,79;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;120;55;27,8;1,76;Muy bueno / Oso ona
06/09/2025;08:00;0,17;0,22;2;14;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;90;62;25,9;1,74;Muy bueno / Oso ona
06/09/2025;07:00;0,16;0,23;1;14;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;66;23,8;1,74;Muy bueno / Oso ona
06/09/2025;06:00;0,24;0,23;6;36;28;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;100;71;21,7;0,68;Muy bueno / Oso ona
06/09/2025;05:00;0,26;0,23;7;42;33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;328;78;19,7;0,42;Muy bueno / Oso ona
06/09/2025;04:00;0,25;0,24;4;36;31;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;7;Muy bueno / Oso ona;134;77;19,9;0,7;Muy bueno / Oso ona
06/09/2025;03:00;0,24;0,28;3;35;31;Muy bueno / Oso ona;20;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;91;78;19,4;0,78;Muy bueno / Oso ona
06/09/2025;02:00;0,22;0,31;2;33;30;Muy bueno / Oso ona;19,92;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;115;79;19,1;1,32;Muy bueno / Oso ona
06/09/2025;01:00;0,24;0,31;2;30;27;Muy bueno / Oso ona;19,63;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;80;18,9;1,06;Muy bueno / Oso ona
05/09/2025;24:00;0,24;0,3;1;27;26;Muy bueno / Oso ona;19,38;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;108;78;19,3;0,67;Muy bueno / Oso ona
05/09/2025;23:00;0,2;0,3;1;21;20;Muy bueno / Oso ona;19,42;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;121;76;19,5;1,07;Muy bueno / Oso ona
05/09/2025;22:00;0,24;0,29;1;23;22;Muy bueno / Oso ona;19,58;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;156;73;20,4;0,94;Muy bueno / Oso ona
05/09/2025;21:00;0,28;0,29;1;25;24;Muy bueno / Oso ona;19,58;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;145;70;20,9;0,82;Muy bueno / Oso ona
05/09/2025;20:00;0,64;0,27;1;16;15;Muy bueno / Oso ona;18,92;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;102;68;21,5;0,93;Muy bueno / Oso ona
05/09/2025;19:00;0,44;0,22;1;11;10;Muy bueno / Oso ona;18,71;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;18:00;0,19;0,19;1;7;6;Muy bueno / Oso ona;18,83;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;52;59;23,5;1,86;Muy bueno / Oso ona
05/09/2025;17:00;0,2;0,19;1;6;5;Muy bueno / Oso ona;18,96;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;46;58;24,1;1,8;Muy bueno / Oso ona
05/09/2025;16:00;0,2;0,2;1;6;5;Muy bueno / Oso ona;19,04;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;15:00;0,18;0,21;1;7;5;Muy bueno / Oso ona;19,13;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;14:00;0,17;0,22;1;6;5;Muy bueno / Oso ona;19,43;Muy bueno / Oso ona;6,48;Muy bueno / Oso ona;2;Muy bueno / Oso ona;45;55;25,8;1,58;Muy bueno / Oso ona
05/09/2025;13:00;0,17;0,22;1;6;5;Muy bueno / Oso ona;19,59;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;12:00;0,2;0,23;2;7;5;Muy bueno / Oso ona;19,82;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;11:00;0,21;0,23;2;10;7;Muy bueno / Oso ona;19,95;Muy bueno / Oso ona;7,05;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;10:00;0,23;0,23;6;25;16;Muy bueno / Oso ona;19,64;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
05/09/2025;09:00;0,28;0,22;17;53;28;Muy bueno / Oso ona;19,95;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;;Sin datos / Daturik gabe;87;73;20,9;0,82;Muy bueno / Oso ona
05/09/2025;08:00;0,25;0,21;23;67;31;Muy bueno / Oso ona;19,55;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;6;Muy bueno / Oso ona;108;78;18,6;1,15;Muy bueno / Oso ona
05/09/2025;07:00;0,24;0,2;26;75;36;Muy bueno / Oso ona;19,09;Muy bueno / Oso ona;6,77;Muy bueno / Oso ona;6;Muy bueno / Oso ona;97;79;17,3;1,42;Muy bueno / Oso ona
05/09/2025;06:00;0,23;0,19;15;60;36;Muy bueno / Oso ona;18,68;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;6;Muy bueno / Oso ona;114;80;17,1;1,25;Muy bueno / Oso ona
05/09/2025;05:00;0,22;0,18;12;53;35;Muy bueno / Oso ona;18,18;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;5;Muy bueno / Oso ona;102;82;17,1;1,11;Muy bueno / Oso ona
05/09/2025;04:00;0,19;0,18;2;33;30;Muy bueno / Oso ona;18,05;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;4;Muy bueno / Oso ona;125;82;17;1;Muy bueno / Oso ona
05/09/2025;03:00;0,19;0,18;2;33;31;Muy bueno / Oso ona;17,59;Muy bueno / Oso ona;6,73;Muy bueno / Oso ona;4;Muy bueno / Oso ona;120;81;17,1;0,89;Muy bueno / Oso ona
05/09/2025;02:00;0,17;0,18;1;22;21;Muy bueno / Oso ona;17,14;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;3;Muy bueno / Oso ona;127;77;17,4;1,33;Muy bueno / Oso ona
05/09/2025;01:00;0,17;0,18;1;21;20;Muy bueno / Oso ona;17,59;Muy bueno / Oso ona;7,05;Muy bueno / Oso ona;3;Muy bueno / Oso ona;129;76;17,7;1,13;Muy bueno / Oso ona
04/09/2025;24:00;0,15;0,18;1;15;14;Muy bueno / Oso ona;18;Muy bueno / Oso ona;7,23;Muy bueno / Oso ona;3;Muy bueno / Oso ona;146;74;17,9;1,6;Muy bueno / Oso ona
04/09/2025;23:00;0,18;0,18;1;28;26;Muy bueno / Oso ona;18,5;Muy bueno / Oso ona;7,32;Muy bueno / Oso ona;3;Muy bueno / Oso ona;157;72;18,3;1,02;Muy bueno / Oso ona
04/09/2025;22:00;0,2;0,18;2;29;27;Muy bueno / Oso ona;18,59;Muy bueno / Oso ona;7,27;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;73;19;0,72;Muy bueno / Oso ona
04/09/2025;21:00;0,19;0,17;1;19;18;Muy bueno / Oso ona;19,59;Muy bueno / Oso ona;7,18;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
04/09/2025;20:00;0,17;0,17;1;15;14;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,36;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
04/09/2025;19:00;0,17;0,18;1;13;12;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,23;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
04/09/2025;18:00;0,17;0,18;2;23;20;Muy bueno / Oso ona;21,73;Bueno / Ona;7,27;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Bueno / Ona
04/09/2025;17:00;0,16;0,18;2;12;10;Muy bueno / Oso ona;22,5;Bueno / Ona;7,32;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;;Bueno / Ona
04/09/2025;16:00;0,17;0,19;1;11;9;Muy bueno / Oso ona;23,05;Bueno / Ona;7,14;Muy bueno / Oso ona;3;Muy bueno / Oso ona;301;62;21,9;2,25;Bueno / Ona
04/09/2025;15:00;;0,2;1;9;7;Muy bueno / Oso ona;23,64;Bueno / Ona;7,41;Muy bueno / Oso ona;;Sin datos / Daturik gabe;306;60;22,7;2,1;Bueno / Ona
04/09/2025;14:00;;0,21;;;;Sin datos / Daturik gabe;23,78;Bueno / Ona;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;;Bueno / Ona
