Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
31/01/2025;09:00;28;80;37;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;13;15,5;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
31/01/2025;08:00;24;78;42;Bueno / Ona;2;2;Muy bueno / Oso ona;22;15,25;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Bueno / Ona
31/01/2025;07:00;25;80;43;Bueno / Ona;2;2;Muy bueno / Oso ona;33;14,96;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
31/01/2025;06:00;11;58;41;Bueno / Ona;2;2;Muy bueno / Oso ona;44;14,75;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
31/01/2025;05:00;2;36;32;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;55;14,5;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/01/2025;04:00;0;17;16;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;64;13,83;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/01/2025;03:00;0;18;18;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;71;13,5;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/01/2025;02:00;;7;;Sin datos / Daturik gabe;65;65;Muy bueno / Oso ona;76;12,79;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
31/01/2025;01:00;;6;;Sin datos / Daturik gabe;75;75;Muy bueno / Oso ona;76;12,42;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;24:00;;10;;Sin datos / Daturik gabe;75;75;Muy bueno / Oso ona;75;12,04;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;23:00;;9;;Sin datos / Daturik gabe;77;77;Muy bueno / Oso ona;74;11,63;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;22:00;;8;;Sin datos / Daturik gabe;79;79;Muy bueno / Oso ona;72;11,13;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;21:00;0;9;9;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;70;10,71;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;20:00;0;9;9;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;69;10,29;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;19:00;0;11;11;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;68;9,79;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;18:00;0;9;9;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;67;9,46;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;17:00;1;12;11;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;66;9,25;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;16:00;1;14;12;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;65;8,96;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;15:00;0;10;10;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;64;8,79;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;14:00;1;10;9;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;65;8,54;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;13:00;0;8;8;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;66;8,08;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;12:00;0;8;8;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;68;7,5;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;11:00;0;6;6;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;69;7,08;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;10:00;0;8;8;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;70;6,75;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;09:00;0;9;9;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;71;6,21;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;08:00;0;10;10;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;74;5,83;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;07:00;0;8;8;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;77;5,54;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;06:00;0;6;6;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;79;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;05:00;;3;;Sin datos / Daturik gabe;78;78;Muy bueno / Oso ona;80;4,96;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;04:00;;2;;Sin datos / Daturik gabe;78;78;Muy bueno / Oso ona;81;4,88;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;03:00;;1;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;82;4,88;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;02:00;;1;;Sin datos / Daturik gabe;77;77;Muy bueno / Oso ona;76;4,96;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
30/01/2025;01:00;;0;;Sin datos / Daturik gabe;81;81;Bueno / Ona;70;5,13;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;24:00;;0;;Sin datos / Daturik gabe;82;82;Bueno / Ona;67;5,54;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;23:00;;1;;Sin datos / Daturik gabe;83;83;Bueno / Ona;66;5,75;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;22:00;;2;;Sin datos / Daturik gabe;84;84;Bueno / Ona;65;5,88;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;21:00;0;4;4;Muy bueno / Oso ona;84;84;Bueno / Ona;64;5,92;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;20:00;;3;;Sin datos / Daturik gabe;86;86;Bueno / Ona;64;5,92;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;19:00;3;36;32;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;64;5,92;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;18:00;5;51;42;Bueno / Ona;25;25;Muy bueno / Oso ona;70;5,79;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;17:00;1;21;20;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;77;5,79;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;16:00;1;16;13;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;80;5,96;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;15:00;0;9;9;Muy bueno / Oso ona;81;81;Bueno / Ona;81;6;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;14:00;0;6;6;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;81;5,96;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;13:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;81;6,04;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;12:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;80;6,04;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;11:00;0;5;5;Muy bueno / Oso ona;81;81;Bueno / Ona;79;5,96;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;10:00;0;4;4;Muy bueno / Oso ona;82;82;Bueno / Ona;78;5,88;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;09:00;0;4;4;Muy bueno / Oso ona;82;82;Bueno / Ona;78;5,79;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;08:00;0;5;5;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;73;5,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;07:00;;3;;Sin datos / Daturik gabe;79;79;Muy bueno / Oso ona;70;5,58;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;06:00;0;5;5;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;70;5,42;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;05:00;;4;;Sin datos / Daturik gabe;78;78;Muy bueno / Oso ona;70;5,25;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;04:00;;4;;Sin datos / Daturik gabe;73;73;Muy bueno / Oso ona;69;5,13;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;03:00;;2;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;69;5;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;02:00;0;7;7;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;69;4,92;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;01:00;0;14;14;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;70;4,75;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;24:00;;10;;Sin datos / Daturik gabe;60;60;Muy bueno / Oso ona;73;4,25;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;23:00;;6;;Sin datos / Daturik gabe;78;78;Muy bueno / Oso ona;76;3,96;Muy bueno / Oso ona;1,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;22:00;;9;;Sin datos / Daturik gabe;73;73;Muy bueno / Oso ona;76;3,71;Muy bueno / Oso ona;1,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;21:00;0;9;9;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;76;3,54;Muy bueno / Oso ona;1,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;20:00;0;11;11;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;76;4,13;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;19:00;0;9;9;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;77;4,46;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;18:00;0;12;12;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;77;4,38;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;17:00;0;10;10;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;78;4,25;Muy bueno / Oso ona;1,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;16:00;1;9;8;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;78;4,38;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;15:00;1;9;7;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;79;4,67;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;14:00;1;8;7;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;79;4,92;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;13:00;0;4;4;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;81;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;12:00;0;4;4;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;82;4,88;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;11:00;0;3;3;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;83;4,83;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;10:00;0;4;4;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;84;4,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;09:00;0;4;4;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;85;5,5;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;08:00;;4;;Sin datos / Daturik gabe;82;82;Bueno / Ona;86;6,17;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;07:00;;3;;Sin datos / Daturik gabe;84;84;Bueno / Ona;86;6,83;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;06:00;;2;;Sin datos / Daturik gabe;85;85;Bueno / Ona;87;7,54;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;05:00;;0;;Sin datos / Daturik gabe;87;87;Bueno / Ona;87;8;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;04:00;;;;Sin datos / Daturik gabe;87;87;Bueno / Ona;84;8,42;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;82;8,88;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;02:00;;;;Sin datos / Daturik gabe;87;87;Bueno / Ona;82;9,21;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
28/01/2025;01:00;;0;;Sin datos / Daturik gabe;87;87;Bueno / Ona;80;9,5;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;24:00;;0;;Sin datos / Daturik gabe;87;87;Bueno / Ona;75;9,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;23:00;;0;;Sin datos / Daturik gabe;88;88;Bueno / Ona;73;9,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;22:00;;2;;Sin datos / Daturik gabe;87;87;Bueno / Ona;72;9,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;21:00;0;14;14;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;72;9,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;20:00;0;8;8;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;75;8,88;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;19:00;0;3;3;Muy bueno / Oso ona;85;85;Bueno / Ona;77;8,46;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;18:00;0;14;14;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;77;8,46;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;17:00;1;30;28;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;74;8,38;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;16:00;1;18;17;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;70;7,92;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;15:00;0;9;9;Muy bueno / Oso ona;82;82;Bueno / Ona;64;7,46;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;14:00;0;4;4;Muy bueno / Oso ona;88;88;Bueno / Ona;57;7,08;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;13:00;0;2;2;Muy bueno / Oso ona;91;91;Bueno / Ona;53;7,04;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;12:00;0;2;2;Muy bueno / Oso ona;88;88;Bueno / Ona;51;7,08;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;11:00;0;2;2;Muy bueno / Oso ona;86;86;Bueno / Ona;51;7,17;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;10:00;4;28;22;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;51;7,25;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;09:00;19;84;54;Bueno / Ona;11;11;Muy bueno / Oso ona;51;6,63;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;08:00;9;68;54;Bueno / Ona;15;15;Muy bueno / Oso ona;59;6,04;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;07:00;5;51;44;Bueno / Ona;24;24;Muy bueno / Oso ona;67;5,46;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;06:00;0;19;19;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;74;4,83;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;05:00;;5;;Sin datos / Daturik gabe;78;78;Muy bueno / Oso ona;76;4,46;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;04:00;;2;;Sin datos / Daturik gabe;85;85;Bueno / Ona;75;4,13;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/01/2025;03:00;;0;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;73;3,79;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;02:00;;2;;Sin datos / Daturik gabe;72;72;Muy bueno / Oso ona;71;3,67;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;01:00;0;1;1;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;73;3,5;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;24:00;0;;;Sin datos / Daturik gabe;70;70;Muy bueno / Oso ona;74;3,63;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;23:00;0;0;0;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;76;3,92;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;22:00;0;1;1;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;77;4,08;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;21:00;0;4;4;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;79;4,21;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;20:00;0;2;2;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;80;4,38;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;19:00;0;2;2;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;81;4,46;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;18:00;0;3;3;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;82;4,58;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;17:00;0;4;4;Muy bueno / Oso ona;81;81;Bueno / Ona;83;4,58;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;16:00;0;2;2;Muy bueno / Oso ona;84;84;Bueno / Ona;84;4,75;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;15:00;0;4;4;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;84;4,92;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;14:00;0;3;3;Muy bueno / Oso ona;81;81;Bueno / Ona;84;4,96;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;13:00;0;2;2;Muy bueno / Oso ona;83;83;Bueno / Ona;84;4,96;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;12:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;84;4,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;11:00;0;2;2;Muy bueno / Oso ona;85;85;Bueno / Ona;80;4,83;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;10:00;0;2;2;Muy bueno / Oso ona;86;86;Bueno / Ona;75;4,88;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;09:00;0;2;2;Muy bueno / Oso ona;86;86;Bueno / Ona;73;4,79;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;08:00;0;2;2;Muy bueno / Oso ona;85;85;Bueno / Ona;66;4,67;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;07:00;0;3;3;Muy bueno / Oso ona;82;82;Bueno / Ona;59;4,58;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;06:00;0;3;3;Muy bueno / Oso ona;83;83;Bueno / Ona;53;4,5;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;05:00;0;2;2;Muy bueno / Oso ona;81;81;Bueno / Ona;49;4,42;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/01/2025;04:00;0;7;7;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;45;4,33;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;03:00;0;11;11;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;45;4,21;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;02:00;0;12;12;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;48;4;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;01:00;0;13;13;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;51;3,88;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
