Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
25/08/2025;01:00;1;19;18;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;71;16,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;24:00;0;13;13;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;80;16,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;23:00;0;15;15;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;88;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;22:00;0;10;10;Muy bueno / Oso ona;93;93;Bueno / Ona;93;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;21:00;0;11;11;Muy bueno / Oso ona;87;87;Bueno / Ona;95;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;20:00;0;14;14;Muy bueno / Oso ona;84;84;Bueno / Ona;96;15,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;19:00;0;18;18;Muy bueno / Oso ona;87;87;Bueno / Ona;96;15,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;18:00;0;14;13;Muy bueno / Oso ona;95;95;Bueno / Ona;93;15,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;17:00;1;10;10;Muy bueno / Oso ona;101;101;Bueno / Ona;88;15,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;16:00;1;9;9;Muy bueno / Oso ona;102;102;Bueno / Ona;79;15,38;Muy bueno / Oso ona;10;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;15:00;1;11;10;Muy bueno / Oso ona;105;105;Bueno / Ona;67;15,17;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;14:00;1;13;12;Muy bueno / Oso ona;105;105;Bueno / Ona;55;14,96;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;13:00;2;17;15;Muy bueno / Oso ona;87;87;Bueno / Ona;43;14,79;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
24/08/2025;12:00;1;13;12;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;32;14,63;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;11:00;2;16;14;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;21;14,63;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;10:00;3;16;12;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;15;14,63;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;09:00;7;24;14;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;10;14,58;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;08:00;9;29;16;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;11;14,63;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;07:00;7;28;18;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;14;14,63;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;06:00;5;28;20;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;18;14,46;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;05:00;1;23;21;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;24;14,29;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;04:00;2;23;21;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;31;14,13;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;03:00;1;15;14;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;41;13,83;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;02:00;0;13;13;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;52;13,71;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
24/08/2025;01:00;0;11;11;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;58;13,58;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;24:00;0;13;12;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;66;13,58;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;23:00;0;17;17;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;73;13,46;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;22:00;0;18;18;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;80;13,38;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;21:00;0;18;18;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;86;13,25;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;20:00;0;9;9;Muy bueno / Oso ona;81;81;Bueno / Ona;92;13,17;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;19:00;0;6;6;Muy bueno / Oso ona;95;95;Bueno / Ona;93;13,08;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;18:00;0;7;7;Muy bueno / Oso ona;92;92;Bueno / Ona;93;12,96;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;17:00;0;6;6;Muy bueno / Oso ona;90;90;Bueno / Ona;91;12,75;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;16:00;0;4;4;Muy bueno / Oso ona;93;93;Bueno / Ona;88;12,5;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;15:00;0;4;4;Muy bueno / Oso ona;100;100;Bueno / Ona;80;12,33;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;14:00;0;5;4;Muy bueno / Oso ona;98;98;Bueno / Ona;70;12,17;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;13:00;0;2;2;Muy bueno / Oso ona;92;92;Bueno / Ona;59;11,96;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;12:00;0;3;3;Muy bueno / Oso ona;89;89;Bueno / Ona;49;11,79;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;11:00;0;6;5;Muy bueno / Oso ona;87;87;Bueno / Ona;40;11,67;Muy bueno / Oso ona;7;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Bueno / Ona
23/08/2025;10:00;1;9;8;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;31;11,63;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;09:00;3;16;12;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;24;11,75;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;08:00;4;19;13;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;16;11,92;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;07:00;5;24;18;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;14;12,25;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;06:00;3;29;25;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;16;12,5;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;05:00;1;21;20;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;19;12,67;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;04:00;1;26;25;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;25;12,96;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;03:00;1;21;20;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;29;13,17;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;02:00;1;22;21;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;37;13,38;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
23/08/2025;01:00;1;26;25;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;43;13,54;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;24:00;1;19;18;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;54;13,58;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;23:00;1;18;17;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;63;13,71;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;22:00;1;19;18;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;72;13,71;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;21:00;0;21;20;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;79;14;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;20:00;0;16;16;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;84;14,13;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;19:00;0;7;7;Muy bueno / Oso ona;82;82;Bueno / Ona;90;14,25;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;18:00;0;3;3;Muy bueno / Oso ona;87;87;Bueno / Ona;90;14,46;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;17:00;0;3;3;Muy bueno / Oso ona;90;90;Bueno / Ona;87;14,79;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;16:00;0;3;3;Muy bueno / Oso ona;96;96;Bueno / Ona;79;15,13;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;15:00;1;6;5;Muy bueno / Oso ona;95;95;Bueno / Ona;68;15,46;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;14:00;0;4;4;Muy bueno / Oso ona;94;94;Bueno / Ona;57;15,75;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;13:00;0;4;4;Muy bueno / Oso ona;95;95;Bueno / Ona;46;16,08;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;12:00;1;5;5;Muy bueno / Oso ona;85;85;Bueno / Ona;38;16,46;Muy bueno / Oso ona;10;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
22/08/2025;11:00;1;10;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;29;16,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;10:00;3;22;17;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;22;16,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;09:00;8;36;25;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;16;16,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;08:00;9;40;27;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;16;16,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;07:00;4;31;25;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;20;16,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;06:00;1;21;19;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;26;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;05:00;1;19;18;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;32;15,58;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;04:00;1;14;13;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;39;15,17;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;03:00;1;12;11;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;47;14,92;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;02:00;1;10;10;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;57;14,67;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
22/08/2025;01:00;0;12;11;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;61;14,25;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;24:00;0;12;12;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;70;13,88;Muy bueno / Oso ona;9;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;23:00;0;14;14;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;77;13,58;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;22:00;0;11;11;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;83;13,38;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;21:00;0;8;8;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;89;13,08;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;20:00;0;6;6;Muy bueno / Oso ona;82;82;Bueno / Ona;92;12,92;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;19:00;0;6;6;Muy bueno / Oso ona;89;89;Bueno / Ona;92;12,79;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;18:00;0;6;6;Muy bueno / Oso ona;91;91;Bueno / Ona;90;12,67;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;17:00;0;6;6;Muy bueno / Oso ona;97;97;Bueno / Ona;88;12,54;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;16:00;1;6;6;Muy bueno / Oso ona;93;93;Bueno / Ona;86;12,38;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;15:00;0;6;6;Muy bueno / Oso ona;96;96;Bueno / Ona;83;12,17;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;14:00;0;7;6;Muy bueno / Oso ona;97;97;Bueno / Ona;77;11,83;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;13:00;1;11;11;Muy bueno / Oso ona;83;83;Bueno / Ona;73;11,5;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;12:00;1;13;12;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;71;11,08;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;11:00;1;11;10;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;72;10,79;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;10:00;1;11;11;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;71;10,54;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;09:00;0;8;8;Muy bueno / Oso ona;82;82;Bueno / Ona;70;10,38;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;08:00;1;24;23;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;67;10,38;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;07:00;0;21;20;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;67;10,29;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;06:00;0;11;11;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;69;10,33;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;05:00;0;7;7;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;69;10,54;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;04:00;0;6;6;Muy bueno / Oso ona;82;82;Bueno / Ona;67;10,5;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
21/08/2025;03:00;0;11;11;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;65;10,58;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;02:00;0;10;10;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;65;10,54;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
21/08/2025;01:00;0;10;10;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;65;10,67;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;24:00;0;8;8;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;67;10,83;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;23:00;0;7;7;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;67;10,92;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;22:00;0;8;8;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;67;11,08;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;21:00;0;7;7;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;67;11,04;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;20:00;0;6;6;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;67;11,22;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;19:00;0;6;6;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;68;11,04;Muy bueno / Oso ona;6,52;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;18:00;0;6;6;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;68;10,83;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;17:00;1;6;5;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;66;10,52;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;16:00;1;7;6;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;59;10,39;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;15:00;1;7;6;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;52;10,57;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;14:00;1;8;7;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;44;11;Muy bueno / Oso ona;6,52;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;13:00;0;7;7;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;36;11,3;Muy bueno / Oso ona;6,78;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;12:00;1;6;5;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;27;11,7;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;11:00;1;8;7;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;19;12,13;Muy bueno / Oso ona;7,48;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;10:00;3;24;20;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;11;12,61;Muy bueno / Oso ona;7,78;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;09:00;11;43;27;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;5;12,59;Muy bueno / Oso ona;7,82;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;08:00;11;39;23;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;4;12,82;Muy bueno / Oso ona;8,05;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;07:00;10;36;21;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;5;13,09;Muy bueno / Oso ona;8,23;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;06:00;12;38;20;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;7;13,32;Muy bueno / Oso ona;8,41;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;05:00;3;24;21;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;8;13,55;Muy bueno / Oso ona;8,59;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;04:00;2;20;18;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;14;13,95;Muy bueno / Oso ona;8,82;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;03:00;1;14;13;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;21;14,27;Muy bueno / Oso ona;9,09;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;02:00;1;15;14;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;28;14,68;Muy bueno / Oso ona;9,41;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
20/08/2025;01:00;1;17;16;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;32;15;Muy bueno / Oso ona;9,68;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;24:00;1;19;18;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;39;15,45;Muy bueno / Oso ona;10;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;23:00;1;22;21;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;45;15,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;22:00;2;34;33;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;50;16,27;Muy bueno / Oso ona;;Sin datos / Daturik gabe;9;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;21:00;0;12;12;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;56;16,35;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;20:00;0;11;11;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;58;16,43;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;19:00;0;10;10;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;57;16,74;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7;Muy bueno / Oso ona;Muy bueno / Oso ona
19/08/2025;18:00;0;9;9;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;54;17;Muy bueno / Oso ona;11,04;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
