Date;Hour  (GMT);O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
25/06/2025;06:00;31;31;Muy bueno / Oso ona;;108;83;949,8;0;51,9;18,6;0,72;Muy bueno / Oso ona
25/06/2025;05:00;29;29;Muy bueno / Oso ona;;235;87;950,2;0;1,1;18;0,42;Muy bueno / Oso ona
25/06/2025;04:00;22;22;Muy bueno / Oso ona;;259;87;950;0;0;18;0,28;Muy bueno / Oso ona
25/06/2025;03:00;25;25;Muy bueno / Oso ona;;203;89;950,3;0;0;17,6;0,67;Muy bueno / Oso ona
25/06/2025;02:00;31;31;Muy bueno / Oso ona;;248;89;950,6;0;0;18;0,37;Muy bueno / Oso ona
25/06/2025;01:00;;;Sin datos / Daturik gabe;;55;85;951,1;0;0;18,9;0,57;Sin datos / Daturik gabe
24/06/2025;24:00;51;51;Muy bueno / Oso ona;;87;87;951,6;0;0;18,7;1,07;Muy bueno / Oso ona
24/06/2025;23:00;59;59;Muy bueno / Oso ona;;38;91;952,9;0;0;18,2;0,77;Muy bueno / Oso ona
24/06/2025;22:00;54;54;Muy bueno / Oso ona;;317;94;952,7;0;0;18,1;0,24;Muy bueno / Oso ona
24/06/2025;21:00;62;62;Muy bueno / Oso ona;;107;93;952;0,1;0;17,9;0,76;Muy bueno / Oso ona
24/06/2025;20:00;67;67;Muy bueno / Oso ona;;233;96;953,2;8,4;0;18;2,26;Muy bueno / Oso ona
24/06/2025;19:00;71;71;Muy bueno / Oso ona;;224;63;950,4;2,1;1,1;24,8;1,88;Muy bueno / Oso ona
24/06/2025;18:00;65;65;Muy bueno / Oso ona;;93;52;949,9;0;2;29,4;0,49;Muy bueno / Oso ona
24/06/2025;17:00;80;80;Muy bueno / Oso ona;;47;38;949,7;0;159,2;32,6;1,72;Muy bueno / Oso ona
24/06/2025;16:00;79;79;Muy bueno / Oso ona;;72;31;950,6;0;136,7;34,6;0,92;Muy bueno / Oso ona
24/06/2025;15:00;79;79;Muy bueno / Oso ona;;236;30;950,8;0;635,8;37;0,39;Muy bueno / Oso ona
24/06/2025;14:00;79;79;Muy bueno / Oso ona;;167;31;951,4;0;732,8;36,4;0,76;Muy bueno / Oso ona
24/06/2025;13:00;81;81;Bueno / Ona;;133;34;951,8;0;437;35,4;0,47;Bueno / Ona
24/06/2025;12:00;80;80;Muy bueno / Oso ona;;146;36;952,6;0;742,7;35,1;0,46;Muy bueno / Oso ona
24/06/2025;11:00;70;70;Muy bueno / Oso ona;;214;43;953;0;782,1;32,9;0,35;Muy bueno / Oso ona
24/06/2025;10:00;58;58;Muy bueno / Oso ona;;338;53;953,4;0;661,6;30,7;0,17;Muy bueno / Oso ona
24/06/2025;09:00;46;46;Muy bueno / Oso ona;;58;64;954,1;0;526;26,2;0,62;Muy bueno / Oso ona
24/06/2025;08:00;39;39;Muy bueno / Oso ona;;101;67;954,7;0;322,9;24,4;0,87;Muy bueno / Oso ona
24/06/2025;07:00;16;16;Muy bueno / Oso ona;;195;77;955,1;0;196,4;22,6;0,31;Muy bueno / Oso ona
24/06/2025;06:00;13;13;Muy bueno / Oso ona;;129;89;955;0;40,7;19,7;0,81;Muy bueno / Oso ona
24/06/2025;05:00;17;17;Muy bueno / Oso ona;;75;93;954,9;0;0,2;18,8;1,79;Muy bueno / Oso ona
24/06/2025;04:00;22;22;Muy bueno / Oso ona;;29;89;955,5;0;0;19,7;0,57;Muy bueno / Oso ona
24/06/2025;03:00;23;23;Muy bueno / Oso ona;;272;89;955;0;0;19,5;0,17;Muy bueno / Oso ona
24/06/2025;02:00;26;26;Muy bueno / Oso ona;34;15;89;954,7;0;0;19,5;0,64;Muy bueno / Oso ona
24/06/2025;01:00;;;Sin datos / Daturik gabe;37;346;89;954,7;0;0;19,8;0,62;Sin datos / Daturik gabe
23/06/2025;24:00;30;30;Muy bueno / Oso ona;40;352;89;955,1;0;0;19,7;0,76;Muy bueno / Oso ona
23/06/2025;23:00;32;32;Muy bueno / Oso ona;44;355;88;955,4;0;0;20;0,72;Muy bueno / Oso ona
23/06/2025;22:00;32;32;Muy bueno / Oso ona;48;352;87;955,4;0;0;20;0,82;Muy bueno / Oso ona
23/06/2025;21:00;33;33;Muy bueno / Oso ona;52;351;82;955,2;0;0;21,1;0,61;Muy bueno / Oso ona
23/06/2025;20:00;39;39;Muy bueno / Oso ona;56;358;78;955;0;14,6;22,3;0,85;Muy bueno / Oso ona
23/06/2025;19:00;48;48;Muy bueno / Oso ona;58;10;71;954,7;0;72,3;24,8;0,92;Muy bueno / Oso ona
23/06/2025;18:00;58;58;Muy bueno / Oso ona;58;15;63;954,4;0;284,1;27,4;0,94;Muy bueno / Oso ona
23/06/2025;17:00;61;61;Muy bueno / Oso ona;57;12;60;954,2;0;482,3;28,4;1,08;Muy bueno / Oso ona
23/06/2025;16:00;61;61;Muy bueno / Oso ona;54;13;56;954,5;0;245,2;29,3;1,04;Muy bueno / Oso ona
23/06/2025;15:00;63;63;Muy bueno / Oso ona;51;30;56;954,8;0;612,3;29,3;0,89;Muy bueno / Oso ona
23/06/2025;14:00;64;64;Muy bueno / Oso ona;47;22;57;955,2;0;783;28,4;0,75;Muy bueno / Oso ona
23/06/2025;13:00;61;61;Muy bueno / Oso ona;43;12;60;955,6;0;429,3;26,6;0,63;Muy bueno / Oso ona
23/06/2025;12:00;51;51;Muy bueno / Oso ona;40;4;69;956,2;0;693,5;23,3;0,85;Muy bueno / Oso ona
23/06/2025;11:00;43;43;Muy bueno / Oso ona;37;7;74;956,7;0;323,7;21,2;0,96;Muy bueno / Oso ona
23/06/2025;10:00;44;44;Muy bueno / Oso ona;36;9;74;956,6;0;272,7;20,6;0,79;Muy bueno / Oso ona
23/06/2025;09:00;34;34;Muy bueno / Oso ona;35;352;80;956,5;0;137,1;19,1;0,68;Muy bueno / Oso ona
23/06/2025;08:00;32;32;Muy bueno / Oso ona;35;331;83;956,1;0;100,8;18,2;0,52;Muy bueno / Oso ona
23/06/2025;07:00;32;32;Muy bueno / Oso ona;35;355;85;955,9;0;56,4;17,8;0,46;Muy bueno / Oso ona
23/06/2025;06:00;35;35;Muy bueno / Oso ona;36;346;89;955,8;0;17;16,7;0,66;Muy bueno / Oso ona
23/06/2025;05:00;36;36;Muy bueno / Oso ona;37;347;89;955,8;0;0,6;16,6;0,78;Muy bueno / Oso ona
23/06/2025;04:00;35;35;Muy bueno / Oso ona;37;353;90;955,7;0;0;16,5;0,73;Muy bueno / Oso ona
23/06/2025;03:00;34;34;Muy bueno / Oso ona;38;355;89;955,7;0;0;16,6;0,85;Muy bueno / Oso ona
23/06/2025;02:00;35;35;Muy bueno / Oso ona;39;1;86;956,2;0;0;17,3;0,81;Muy bueno / Oso ona
23/06/2025;01:00;;;Sin datos / Daturik gabe;39;357;85;956,8;0;0;17,9;0,82;Sin datos / Daturik gabe
22/06/2025;24:00;40;40;Muy bueno / Oso ona;40;356;85;957,5;0;0;17,9;0,93;Muy bueno / Oso ona
22/06/2025;23:00;38;38;Muy bueno / Oso ona;42;360;86;957,8;0;0;18,1;0,86;Muy bueno / Oso ona
22/06/2025;22:00;41;41;Muy bueno / Oso ona;43;360;86;957,4;0;0;18;1,13;Muy bueno / Oso ona
22/06/2025;21:00;39;39;Muy bueno / Oso ona;45;360;85;956,5;0;0;18,3;1,17;Muy bueno / Oso ona
22/06/2025;20:00;42;42;Muy bueno / Oso ona;49;4;83;956;0;3,4;18,8;1,46;Muy bueno / Oso ona
22/06/2025;19:00;40;40;Muy bueno / Oso ona;51;4;84;955,6;0;14,4;18,9;1,49;Muy bueno / Oso ona
22/06/2025;18:00;43;43;Muy bueno / Oso ona;54;9;79;955;0;151,6;20,9;1,62;Muy bueno / Oso ona
22/06/2025;17:00;47;47;Muy bueno / Oso ona;55;12;69;954,3;0;480,3;23,9;1,54;Muy bueno / Oso ona
22/06/2025;16:00;50;50;Muy bueno / Oso ona;55;7;64;953,7;0;240,5;26,3;1,36;Muy bueno / Oso ona
22/06/2025;15:00;52;52;Muy bueno / Oso ona;54;6;60;953,6;0;574;28,2;1,35;Muy bueno / Oso ona
22/06/2025;14:00;63;63;Muy bueno / Oso ona;52;10;52;953,6;0;748,2;31,1;0,98;Muy bueno / Oso ona
22/06/2025;13:00;66;66;Muy bueno / Oso ona;48;11;53;953,9;0;464,3;31,1;0,69;Muy bueno / Oso ona
22/06/2025;12:00;62;62;Muy bueno / Oso ona;43;9;55;954,3;0;848,4;29,7;0,6;Muy bueno / Oso ona
22/06/2025;11:00;57;57;Muy bueno / Oso ona;41;30;58;954,7;0;644,4;27,4;0,48;Muy bueno / Oso ona
22/06/2025;10:00;48;48;Muy bueno / Oso ona;38;43;67;954,8;0;663,5;24,1;0,66;Muy bueno / Oso ona
22/06/2025;09:00;42;42;Muy bueno / Oso ona;36;11;76;955;0;537,3;21,4;0,58;Muy bueno / Oso ona
22/06/2025;08:00;39;39;Muy bueno / Oso ona;36;12;78;955,2;0;336,1;20,1;0,67;Muy bueno / Oso ona
22/06/2025;07:00;33;33;Muy bueno / Oso ona;39;7;83;955,2;0;177,9;18,3;0,72;Muy bueno / Oso ona
22/06/2025;06:00;23;23;Muy bueno / Oso ona;45;278;87;955;0;32,6;17,7;0,19;Muy bueno / Oso ona
22/06/2025;05:00;27;27;Muy bueno / Oso ona;47;314;88;954,6;0;0,7;17,6;0,31;Muy bueno / Oso ona
22/06/2025;04:00;40;40;Muy bueno / Oso ona;48;93;83;954,7;0,8;0,4;18,3;1,7;Muy bueno / Oso ona
22/06/2025;03:00;34;34;Muy bueno / Oso ona;47;106;86;956,8;0,2;0;17,6;0,94;Muy bueno / Oso ona
22/06/2025;02:00;36;36;Muy bueno / Oso ona;49;54;88;957;0;0;17,2;0,1;Muy bueno / Oso ona
22/06/2025;01:00;;;Sin datos / Daturik gabe;52;1;78;955,8;0;0;19,6;0,59;Sin datos / Daturik gabe
21/06/2025;24:00;79;79;Muy bueno / Oso ona;54;81;63;954,3;0;0,5;22;2,23;Muy bueno / Oso ona
21/06/2025;23:00;64;64;Muy bueno / Oso ona;53;217;72;956,7;2,2;0,2;21,3;0,73;Muy bueno / Oso ona
21/06/2025;22:00;38;38;Muy bueno / Oso ona;51;135;84;956;0,5;0;20,3;0,79;Muy bueno / Oso ona
21/06/2025;21:00;36;36;Muy bueno / Oso ona;56;118;88;956,1;0,1;0;19,2;1,05;Muy bueno / Oso ona
21/06/2025;20:00;41;41;Muy bueno / Oso ona;62;19;88;955,9;0,1;0,3;18,8;0,51;Muy bueno / Oso ona
21/06/2025;19:00;50;50;Muy bueno / Oso ona;68;58;86;955,6;1,4;10,4;18,7;1,48;Muy bueno / Oso ona
21/06/2025;18:00;56;56;Muy bueno / Oso ona;74;4;79;955,1;0;40,6;20,3;1,61;Muy bueno / Oso ona
21/06/2025;17:00;59;59;Muy bueno / Oso ona;80;11;73;953,6;0;197,8;22,5;1,72;Muy bueno / Oso ona
21/06/2025;16:00;67;67;Muy bueno / Oso ona;82;13;58;952,8;0;300,5;28,8;1,33;Muy bueno / Oso ona
21/06/2025;15:00;73;73;Muy bueno / Oso ona;80;9;53;952,1;0;696,4;31,7;1,47;Muy bueno / Oso ona
21/06/2025;14:00;83;83;Bueno / Ona;75;352;38;952,2;0;782;36,3;0,71;Bueno / Ona
21/06/2025;13:00;86;86;Bueno / Ona;68;170;31;952,5;0;415,7;37,1;0,74;Bueno / Ona
21/06/2025;12:00;92;92;Bueno / Ona;61;92;36;952,9;0;836,1;36,1;0,54;Bueno / Ona
21/06/2025;11:00;94;94;Bueno / Ona;53;339;40;953,1;0;789,7;35;0,07;Bueno / Ona
21/06/2025;10:00;98;98;Bueno / Ona;45;353;41;953,4;0;666,2;33,1;0,34;Bueno / Ona
21/06/2025;09:00;64;64;Muy bueno / Oso ona;38;338;47;953,7;0;541,8;29,5;0,27;Muy bueno / Oso ona
21/06/2025;08:00;41;41;Muy bueno / Oso ona;33;328;53;954,1;0;350,5;26,3;0,38;Muy bueno / Oso ona
21/06/2025;07:00;24;24;Muy bueno / Oso ona;31;29;61;954;0;193,8;23,1;0,21;Muy bueno / Oso ona
21/06/2025;06:00;22;22;Muy bueno / Oso ona;34;185;68;954;0;21,6;20,1;0,44;Muy bueno / Oso ona
21/06/2025;05:00;29;29;Muy bueno / Oso ona;39;240;66;953,5;0;1,4;20,4;0,37;Muy bueno / Oso ona
21/06/2025;04:00;28;28;Muy bueno / Oso ona;43;104;64;953,5;0;0;21,3;0,58;Muy bueno / Oso ona
21/06/2025;03:00;33;33;Muy bueno / Oso ona;49;45;59;953,6;0;0;22,5;0,62;Muy bueno / Oso ona
21/06/2025;02:00;38;38;Muy bueno / Oso ona;49;200;58;953,9;0;0;22,7;0,29;Muy bueno / Oso ona
21/06/2025;01:00;;;Sin datos / Daturik gabe;53;217;57;954,1;0;0;23,1;0,18;Sin datos / Daturik gabe
20/06/2025;24:00;35;35;Muy bueno / Oso ona;56;258;53;954,6;0;0;24;0,16;Muy bueno / Oso ona
20/06/2025;23:00;57;57;Muy bueno / Oso ona;61;109;47;955;0;0;25,4;1,02;Muy bueno / Oso ona
20/06/2025;22:00;64;64;Muy bueno / Oso ona;63;120;43;955,3;0;0;26,5;1,11;Muy bueno / Oso ona
20/06/2025;21:00;69;69;Muy bueno / Oso ona;64;225;39;955,4;0;0;27,8;1,12;Muy bueno / Oso ona
20/06/2025;20:00;57;57;Muy bueno / Oso ona;63;205;40;955,3;0;10;29,1;1,98;Muy bueno / Oso ona
20/06/2025;19:00;50;50;Muy bueno / Oso ona;63;152;38;954,5;0;82,7;32,5;1,14;Muy bueno / Oso ona
20/06/2025;18:00;69;69;Muy bueno / Oso ona;67;109;26;954;0;327,3;35,4;1,8;Muy bueno / Oso ona
20/06/2025;17:00;68;68;Muy bueno / Oso ona;66;109;26;954,3;0;499;35,9;1,39;Muy bueno / Oso ona
20/06/2025;16:00;67;67;Muy bueno / Oso ona;62;110;26;954,4;0;218,6;36,6;1,39;Muy bueno / Oso ona
20/06/2025;15:00;69;69;Muy bueno / Oso ona;56;116;27;954,5;0;676,9;36,9;1,15;Muy bueno / Oso ona
20/06/2025;14:00;65;65;Muy bueno / Oso ona;50;130;30;954,7;0;813,5;36,7;0,99;Muy bueno / Oso ona
20/06/2025;13:00;64;64;Muy bueno / Oso ona;43;110;35;955,1;0;406,9;35,9;0,44;Muy bueno / Oso ona
20/06/2025;12:00;69;69;Muy bueno / Oso ona;37;300;39;955,5;0;835,5;35,4;0,15;Muy bueno / Oso ona
20/06/2025;11:00;74;74;Muy bueno / Oso ona;30;85;43;956;0;790,1;33,1;0,51;Muy bueno / Oso ona
20/06/2025;10:00;49;49;Muy bueno / Oso ona;23;27;47;956,4;0;672,7;31,3;0,25;Muy bueno / Oso ona
20/06/2025;09:00;30;30;Muy bueno / Oso ona;18;359;59;956,6;0;548,7;25,9;0,13;Muy bueno / Oso ona
20/06/2025;08:00;21;21;Muy bueno / Oso ona;16;17;65;957;0;379,1;23,2;0,23;Muy bueno / Oso ona
20/06/2025;07:00;17;17;Muy bueno / Oso ona;18;59;68;956,9;0;218,9;21,8;0,36;Muy bueno / Oso ona
20/06/2025;06:00;13;13;Muy bueno / Oso ona;20;24;74;956,7;0;76,9;19,1;0,27;Muy bueno / Oso ona
20/06/2025;05:00;16;16;Muy bueno / Oso ona;23;53;82;956,7;0;4;17;0,3;Muy bueno / Oso ona
20/06/2025;04:00;12;12;Muy bueno / Oso ona;27;15;82;956,5;0;0;17,5;0,29;Muy bueno / Oso ona
20/06/2025;03:00;11;11;Muy bueno / Oso ona;32;3;83;956,8;0;0;17,8;0,24;Muy bueno / Oso ona
20/06/2025;02:00;19;19;Muy bueno / Oso ona;39;257;84;957,1;0;0;17,8;0,27;Muy bueno / Oso ona
20/06/2025;01:00;;;Sin datos / Daturik gabe;45;93;78;957,3;0;0;18,7;0,36;Sin datos / Daturik gabe
19/06/2025;24:00;34;34;Muy bueno / Oso ona;;36;76;957,7;0;0;19,3;0,37;Muy bueno / Oso ona
19/06/2025;23:00;37;37;Muy bueno / Oso ona;;306;76;957,7;0;0;19,9;0,1;Muy bueno / Oso ona
19/06/2025;22:00;38;38;Muy bueno / Oso ona;;195;77;957,4;0;0;20,2;0,75;Muy bueno / Oso ona
19/06/2025;21:00;43;43;Muy bueno / Oso ona;;101;72;957,5;0;0;22,5;0,66;Muy bueno / Oso ona
19/06/2025;20:00;58;58;Muy bueno / Oso ona;;87;65;958,2;0;21;24,2;0,68;Muy bueno / Oso ona
19/06/2025;19:00;66;66;Muy bueno / Oso ona;;138;66;958,7;0;49,2;23,9;1,85;Muy bueno / Oso ona
19/06/2025;18:00;78;78;Muy bueno / Oso ona;;101;60;958,5;0;46,3;25,2;0,77;Muy bueno / Oso ona
19/06/2025;17:00;96;96;Bueno / Ona;;358;51;957,9;0;43;26,4;1,21;Bueno / Ona
19/06/2025;16:00;115;115;Bueno / Ona;;354;52;957,5;0;21,3;27,6;1,94;Bueno / Ona
19/06/2025;15:00;101;101;Bueno / Ona;;360;51;956,1;0;15,6;30,3;1,45;Bueno / Ona
19/06/2025;14:00;113;113;Bueno / Ona;;10;39;954,7;0;473,4;35,1;0,87;Bueno / Ona
19/06/2025;13:00;110;110;Bueno / Ona;;351;39;954,5;0;417,1;35,3;0,55;Bueno / Ona
19/06/2025;12:00;91;91;Bueno / Ona;;274;42;955;0;644,8;33,7;0,34;Bueno / Ona
19/06/2025;11:00;;;Sin datos / Daturik gabe;34;249;45;954,9;0;756,6;32,1;0,56;Sin datos / Daturik gabe
19/06/2025;10:00;;;Sin datos / Daturik gabe;33;222;51;954,9;;679;30,4;0,32;Sin datos / Daturik gabe
19/06/2025;09:00;62;62;Muy bueno / Oso ona;33;350;61;955,2;0;541,8;27,4;0,26;Muy bueno / Oso ona
19/06/2025;08:00;37;37;Muy bueno / Oso ona;29;351;68;955,3;0;370,9;24,4;0,4;Muy bueno / Oso ona
19/06/2025;07:00;27;27;Muy bueno / Oso ona;28;237;74;955,5;0;209,9;22,4;0,25;Muy bueno / Oso ona
19/06/2025;06:00;17;17;Muy bueno / Oso ona;27;287;81;955,7;0;61,9;19,9;0,21;Muy bueno / Oso ona
19/06/2025;05:00;25;25;Muy bueno / Oso ona;;72;82;955,5;0;3,6;19,6;0,42;Muy bueno / Oso ona
19/06/2025;04:00;25;25;Muy bueno / Oso ona;;9;82;955,4;0;0;20;0,08;Muy bueno / Oso ona
19/06/2025;03:00;28;28;Muy bueno / Oso ona;;95;82;955,5;0;0;20,3;0,2;Muy bueno / Oso ona
19/06/2025;02:00;34;34;Muy bueno / Oso ona;;34;78;955,6;0;0;21,1;0,31;Muy bueno / Oso ona
19/06/2025;01:00;;;Sin datos / Daturik gabe;;233;78;955,7;0;0;21,3;0,09;Sin datos / Daturik gabe
18/06/2025;24:00;45;45;Muy bueno / Oso ona;;318;74;955,6;0;0;22,5;0,16;Muy bueno / Oso ona
18/06/2025;23:00;44;44;Muy bueno / Oso ona;;357;73;955,6;0;0;23,2;0,16;Muy bueno / Oso ona
18/06/2025;22:00;57;57;Muy bueno / Oso ona;;189;70;955,4;0;0;24,1;0,3;Muy bueno / Oso ona
18/06/2025;21:00;50;50;Muy bueno / Oso ona;;189;67;955,1;0;0;25,3;0,5;Muy bueno / Oso ona
18/06/2025;20:00;79;79;Muy bueno / Oso ona;;16;54;954,7;0;10,1;29;0,26;Muy bueno / Oso ona
18/06/2025;19:00;106;106;Bueno / Ona;;19;42;954,3;0;103,1;32;0,86;Bueno / Ona
18/06/2025;18:00;105;105;Bueno / Ona;;31;34;954,1;0;332,1;33,7;0,95;Bueno / Ona
18/06/2025;17:00;109;109;Bueno / Ona;;52;30;954,1;0;507,2;33,8;1,32;Bueno / Ona
18/06/2025;16:00;102;102;Bueno / Ona;;79;31;954,3;0;211,6;35,3;0,89;Bueno / Ona
18/06/2025;15:00;91;91;Bueno / Ona;;104;34;954,5;0;668,5;35,2;0,97;Bueno / Ona
18/06/2025;14:00;86;86;Bueno / Ona;;132;36;954,9;0;813,4;34,8;0,7;Bueno / Ona
18/06/2025;13:00;88;88;Bueno / Ona;;70;40;955,2;0;399,5;33,5;0,57;Bueno / Ona
18/06/2025;12:00;81;81;Bueno / Ona;;80;45;955,7;0;857,2;31,6;0,29;Bueno / Ona
18/06/2025;11:00;81;81;Bueno / Ona;;61;49;956,1;0;801,6;28,9;0,39;Bueno / Ona
18/06/2025;10:00;65;65;Muy bueno / Oso ona;;79;52;956,6;0;691,6;26,4;0,59;Muy bueno / Oso ona
18/06/2025;09:00;35;35;Muy bueno / Oso ona;;26;60;957;0;558,7;23,1;0,37;Muy bueno / Oso ona
18/06/2025;08:00;18;18;Muy bueno / Oso ona;;353;66;957,2;0;395,1;20,9;0,24;Muy bueno / Oso ona
18/06/2025;07:00;17;17;Muy bueno / Oso ona;;350;71;957,4;0;233,6;18,6;0,28;Muy bueno / Oso ona
18/06/2025;06:00;12;12;Muy bueno / Oso ona;;254;73;957,6;0;86;16,6;0,11;Muy bueno / Oso ona
18/06/2025;05:00;25;25;Muy bueno / Oso ona;;347;82;957,7;0;6,2;14,3;0,21;Muy bueno / Oso ona
18/06/2025;04:00;31;31;Muy bueno / Oso ona;;349;82;957,8;0;0;14,3;0,29;Muy bueno / Oso ona
18/06/2025;03:00;35;35;Muy bueno / Oso ona;;199;82;957,8;0;0;14,5;0,15;Muy bueno / Oso ona
18/06/2025;02:00;38;38;Muy bueno / Oso ona;;210;80;958;0;0;15,1;0,24;Muy bueno / Oso ona
18/06/2025;01:00;;;Sin datos / Daturik gabe;;202;80;958,4;0;0;15,4;0,34;Sin datos / Daturik gabe
17/06/2025;24:00;45;45;Muy bueno / Oso ona;;236;77;958,6;0;0;16,6;0,14;Muy bueno / Oso ona
17/06/2025;23:00;49;49;Muy bueno / Oso ona;;203;75;958,8;0;0;17,4;0,45;Muy bueno / Oso ona
17/06/2025;22:00;77;77;Muy bueno / Oso ona;;357;64;958,8;0;0;19,8;0,68;Muy bueno / Oso ona
17/06/2025;21:00;84;84;Bueno / Ona;;16;60;958,4;0;0;21;1,01;Bueno / Ona
17/06/2025;20:00;87;87;Bueno / Ona;;16;57;958;0;11,6;22,9;1,33;Bueno / Ona
17/06/2025;19:00;93;93;Bueno / Ona;;5;54;957,6;0;117,2;24,9;1,32;Bueno / Ona
17/06/2025;18:00;97;97;Bueno / Ona;;5;51;957,2;0;361,2;26,4;1,58;Bueno / Ona
17/06/2025;17:00;101;101;Bueno / Ona;;12;48;956,8;0;532,3;28,4;1,54;Bueno / Ona
17/06/2025;16:00;102;102;Bueno / Ona;;13;46;956,8;0;197,8;29,7;1,44;Bueno / Ona
17/06/2025;15:00;103;103;Bueno / Ona;;16;43;956,9;0;698,1;30,6;1,01;Bueno / Ona
17/06/2025;14:00;101;101;Bueno / Ona;;21;42;957,1;0;847,7;30,4;0,98;Bueno / Ona
17/06/2025;13:00;104;104;Bueno / Ona;;24;41;957,1;0;393,4;29,6;0,99;Bueno / Ona
17/06/2025;12:00;101;101;Bueno / Ona;;33;42;957,3;0;885,5;28,2;1,06;Bueno / Ona
17/06/2025;11:00;93;93;Bueno / Ona;;22;49;957,6;0;819,8;26,7;1,02;Bueno / Ona
17/06/2025;10:00;88;88;Bueno / Ona;;34;54;957,7;0;702,3;25;0,78;Bueno / Ona
17/06/2025;09:00;76;76;Muy bueno / Oso ona;;5;62;957,6;0;566,1;23,2;0,62;Muy bueno / Oso ona
17/06/2025;08:00;60;60;Muy bueno / Oso ona;;350;76;957,6;0;387;20,2;0,16;Muy bueno / Oso ona
17/06/2025;07:00;18;18;Muy bueno / Oso ona;;196;81;957,6;0;175,5;18,6;0,61;Muy bueno / Oso ona
17/06/2025;06:00;19;19;Muy bueno / Oso ona;;303;83;957,6;0;49,8;18;0,18;Muy bueno / Oso ona
17/06/2025;05:00;28;28;Muy bueno / Oso ona;;354;83;957,5;0;2,8;17,8;0,37;Muy bueno / Oso ona
17/06/2025;04:00;38;38;Muy bueno / Oso ona;;355;82;957,7;0;0;18,1;0,56;Muy bueno / Oso ona
17/06/2025;03:00;41;41;Muy bueno / Oso ona;;356;81;957,9;0;0;18,9;0,36;Muy bueno / Oso ona
17/06/2025;02:00;46;46;Muy bueno / Oso ona;;359;82;958,2;0;0;18,6;0,52;Muy bueno / Oso ona
17/06/2025;01:00;;;Sin datos / Daturik gabe;;3;83;958,5;0;0;18,8;0,56;Sin datos / Daturik gabe
16/06/2025;24:00;47;47;Muy bueno / Oso ona;;353;83;958,7;0;0;18,8;0,7;Muy bueno / Oso ona
16/06/2025;23:00;47;47;Muy bueno / Oso ona;;353;84;958,9;0;0;18,6;0,7;Muy bueno / Oso ona
16/06/2025;22:00;48;48;Muy bueno / Oso ona;;351;81;959;0;0;19,1;0,67;Muy bueno / Oso ona
16/06/2025;21:00;50;50;Muy bueno / Oso ona;;7;78;958,6;0;0;19,7;0,85;Muy bueno / Oso ona
16/06/2025;20:00;56;56;Muy bueno / Oso ona;;9;75;957,9;0;12,2;20,7;1,22;Muy bueno / Oso ona
16/06/2025;19:00;60;60;Muy bueno / Oso ona;;8;69;957,3;0;110,9;22,4;1,51;Muy bueno / Oso ona
16/06/2025;18:00;64;64;Muy bueno / Oso ona;;12;63;956,9;0;359,6;24,1;1,54;Muy bueno / Oso ona
16/06/2025;17:00;68;68;Muy bueno / Oso ona;;10;58;956,8;0;531,8;25,9;1,34;Muy bueno / Oso ona
16/06/2025;16:00;67;67;Muy bueno / Oso ona;;14;55;956,9;0;199,8;26,5;1,16;Muy bueno / Oso ona
16/06/2025;15:00;66;66;Muy bueno / Oso ona;;9;55;957,2;0;696,2;26,5;1,11;Muy bueno / Oso ona
16/06/2025;14:00;66;66;Muy bueno / Oso ona;;29;54;957,7;0;846,1;26,3;0,9;Muy bueno / Oso ona
16/06/2025;13:00;64;64;Muy bueno / Oso ona;51;29;56;958,1;0;399,1;24,9;0,98;Muy bueno / Oso ona
16/06/2025;12:00;62;62;Muy bueno / Oso ona;51;7;59;958,5;0;876,1;23,4;1,09;Muy bueno / Oso ona
16/06/2025;11:00;58;58;Muy bueno / Oso ona;51;24;59;958,9;0;821,1;22,8;0,78;Muy bueno / Oso ona
16/06/2025;10:00;55;55;Muy bueno / Oso ona;49;40;63;959,3;0;650;20,9;0,68;Muy bueno / Oso ona
16/06/2025;09:00;51;51;Muy bueno / Oso ona;48;18;67;959,9;0;303,7;19,4;0,52;Muy bueno / Oso ona
16/06/2025;08:00;48;48;Muy bueno / Oso ona;48;22;73;959,9;0;282,9;17,5;0,95;Muy bueno / Oso ona
16/06/2025;07:00;46;46;Muy bueno / Oso ona;49;11;77;959,7;0;242,7;16,6;1,2;Muy bueno / Oso ona
16/06/2025;06:00;47;47;Muy bueno / Oso ona;50;7;80;959,9;0;81,4;15,5;1,19;Muy bueno / Oso ona
16/06/2025;05:00;49;49;Muy bueno / Oso ona;52;7;85;960,2;0;2,8;14,9;1,26;Muy bueno / Oso ona
16/06/2025;04:00;46;46;Muy bueno / Oso ona;54;7;84;960,3;0;0;15,1;0,88;Muy bueno / Oso ona
16/06/2025;03:00;46;46;Muy bueno / Oso ona;55;5;84;960,4;0;0;15;0,82;Muy bueno / Oso ona
16/06/2025;02:00;51;51;Muy bueno / Oso ona;58;8;84;960,8;0;0;15;1,03;Muy bueno / Oso ona
16/06/2025;01:00;;;Sin datos / Daturik gabe;60;4;82;961,2;0;0;15;0,78;Sin datos / Daturik gabe
15/06/2025;24:00;56;56;Muy bueno / Oso ona;62;4;82;961,7;0;0;14,9;1,01;Muy bueno / Oso ona
