Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;Benceno (µg/m3);Etilbenceno (µg/m3);Tolueno (µg/m3);ICA Estación
30/10/2024;20:00;0,5;0,28;40;111;49;Bueno / Ona;23,04;Bueno / Ona;9,08;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;19:00;0,36;0,25;28;102;59;Bueno / Ona;22,67;Bueno / Ona;9;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;18:00;0,26;0,24;9;71;57;Bueno / Ona;22,33;Bueno / Ona;9,08;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;17:00;0,17;0,22;2;40;36;Muy bueno / Oso ona;22,17;Bueno / Ona;9,25;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;16:00;0,17;0,23;4;38;32;Muy bueno / Oso ona;22,29;Bueno / Ona;9,54;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;15:00;0,25;0,25;8;52;40;Muy bueno / Oso ona;22,63;Bueno / Ona;9,58;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;14:00;0,22;0,27;7;51;40;Muy bueno / Oso ona;22,38;Bueno / Ona;9,54;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;13:00;0,25;0,27;9;64;51;Bueno / Ona;21,46;Bueno / Ona;9,08;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;12:00;0,25;0,27;10;60;46;Bueno / Ona;;Sin datos / Daturik gabe;9,04;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;11:00;0,26;0,26;7;44;33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;9,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/10/2024;10:00;0,25;0,25;13;56;35;Muy bueno / Oso ona;;Sin datos / Daturik gabe;9,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/10/2024;09:00;0,3;0,25;18;73;46;Bueno / Ona;19,92;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;;;;Bueno / Ona
30/10/2024;08:00;0,4;0,25;32;110;62;Bueno / Ona;19,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
30/10/2024;07:00;0,25;0,22;5;32;25;Muy bueno / Oso ona;19,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;Muy bueno / Oso ona
30/10/2024;06:00;0,24;0,2;1;20;18;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;Muy bueno / Oso ona
30/10/2024;05:00;0,17;0,2;1;9;8;Muy bueno / Oso ona;21,04;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
30/10/2024;04:00;0,2;0,21;0;5;5;Muy bueno / Oso ona;21,46;Bueno / Ona;11;Bueno / Ona;;;;Bueno / Ona
30/10/2024;03:00;0,23;0,22;0;6;6;Muy bueno / Oso ona;21,58;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
30/10/2024;02:00;0,21;0,22;0;12;12;Muy bueno / Oso ona;21,58;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
30/10/2024;01:00;0,2;0,23;0;11;11;Muy bueno / Oso ona;21,25;Bueno / Ona;;Sin datos / Daturik gabe;;;;Bueno / Ona
29/10/2024;24:00;0,17;0,22;1;17;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;;Muy bueno / Oso ona
29/10/2024;23:00;0,24;0,23;4;37;32;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;Muy bueno / Oso ona
29/10/2024;22:00;0,23;0,24;4;42;36;Muy bueno / Oso ona;16,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;Muy bueno / Oso ona
29/10/2024;21:00;0,26;0,25;8;55;44;Bueno / Ona;16,79;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2024;20:00;0,24;0,25;4;45;40;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;19:00;0,25;0,26;6;53;44;Bueno / Ona;15,92;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2024;18:00;0,24;0,26;8;48;37;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;17:00;0,19;0,26;4;31;25;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;16:00;0,25;0,26;15;61;38;Muy bueno / Oso ona;15;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;15:00;0,27;0,28;20;75;44;Bueno / Ona;14,25;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2024;14:00;0,32;0,29;23;79;43;Bueno / Ona;13,42;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2024;13:00;0,29;0,28;23;69;33;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;12:00;0,3;0,29;21;64;33;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;11:00;0,23;0,29;19;54;26;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;10:00;0,23;0,28;21;63;31;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;09:00;0,26;0,27;26;76;36;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;08:00;0,38;0,27;28;76;33;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;07:00;0,3;0,26;19;55;27;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;06:00;0,31;0,28;17;50;23;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;05:00;0,32;0,28;11;37;21;Muy bueno / Oso ona;14,04;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;04:00;0,24;0,28;8;34;22;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;03:00;0,19;0,28;2;23;21;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;02:00;0,17;0,28;1;18;17;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2024;01:00;0,21;0,28;3;32;28;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;24:00;0,57;0,27;1;28;26;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;23:00;0,24;0,26;3;39;34;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;22:00;0,36;0,22;16;66;41;Bueno / Ona;12,54;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2024;21:00;0,23;0,2;1;24;23;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;20:00;0,27;0,19;0;24;24;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;19:00;0,17;0,17;1;24;23;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;18:00;0,18;0,17;2;33;30;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;17:00;0,18;0,18;4;30;24;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;16:00;0,17;0,2;5;28;20;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;15:00;0,15;0,22;4;19;13;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;14:00;0,18;0,25;3;17;13;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;13:00;0,18;0,28;3;20;15;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;12:00;0,18;0,32;4;18;13;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;11:00;0,2;0,4;7;32;21;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;10:00;0,29;0,42;19;62;32;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;09:00;0,27;0,42;37;96;40;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;08:00;0,4;0,41;45;117;48;Bueno / Ona;6,96;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2024;07:00;0,43;0,38;9;47;34;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;06:00;0,44;0,36;3;31;26;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;05:00;0,59;0,36;1;15;13;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;04:00;0,76;0,32;0;7;7;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;03:00;0,2;0,24;0;4;4;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;02:00;0,2;0,25;0;5;5;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2024;01:00;0,18;0,26;0;6;6;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;24:00;0,15;0,25;0;11;11;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;23:00;0,37;0,25;1;30;29;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;22:00;0,28;0,23;1;25;23;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;21:00;0,2;0,21;5;34;28;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;20:00;0,31;0,2;2;36;33;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;19:00;0,37;0,2;10;70;55;Bueno / Ona;3,63;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;;;;Bueno / Ona
27/10/2024;18:00;0,21;0,16;7;55;45;Bueno / Ona;3,38;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;;;;Bueno / Ona
27/10/2024;17:00;0,13;0,15;2;19;17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;16:00;0,12;0,15;3;18;14;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;15:00;0,11;0,16;2;17;14;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;14:00;0,17;0,16;2;13;10;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;13:00;0,17;0,18;4;20;14;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;12:00;0,16;0,2;2;15;12;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;11:00;0,15;0,19;1;12;10;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;10:00;0,15;0,18;1;11;10;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;09:00;0,2;0,18;1;14;12;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;08:00;0,13;0,16;0;11;11;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;07:00;0,18;0,15;0;12;12;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;06:00;0,45;0,15;0;11;11;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;05:00;0,11;0,12;0;4;4;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;04:00;0,12;0,1;0;3;3;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;03:00;0,09;0,1;0;2;2;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;02:00;0,08;0,1;0;2;2;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2024;01:00;0,09;0,12;0;3;3;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;24:00;0,1;0,14;4;18;12;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;23:00;0,09;0,15;0;3;3;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;22:00;0,1;0,15;0;6;6;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;21:00;0,12;0,16;0;8;8;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;20:00;0,12;0,16;0;11;11;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;19:00;0,21;0,17;0;13;13;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;18:00;0,27;0,19;0;12;11;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;17:00;0,18;0,18;0;10;10;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;16:00;0,13;0,17;1;13;12;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;15:00;0,15;0,17;2;17;14;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;14:00;0,13;0,17;0;7;7;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;13:00;0,15;0,18;0;7;7;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;12:00;0,25;0,18;1;9;7;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;11:00;0,19;0,17;1;11;10;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;10:00;0,22;0,17;1;11;10;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;09:00;0,17;0,16;1;17;15;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;08:00;0,15;0,15;0;15;15;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;07:00;0,17;0,15;0;16;16;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;06:00;0,15;0,15;0;13;12;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;05:00;0,14;0,14;0;11;11;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;04:00;0,15;0,14;0;9;9;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;03:00;0,19;0,15;0;6;6;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;02:00;0,13;0,14;0;8;8;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2024;01:00;0,13;0,15;0;7;7;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;24:00;0,19;0,15;0;9;9;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;23:00;0,11;0,14;0;12;12;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;22:00;0,12;0,14;1;16;15;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;21:00;0,19;0,14;3;40;35;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;20:00;0,16;0,15;3;34;29;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;19:00;0,18;0,14;6;49;40;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;18:00;0,16;0,14;6;46;37;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;17:00;0,11;0,13;1;20;19;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;16:00;0,11;0,13;4;25;19;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;15:00;0,11;0,13;4;22;16;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;14:00;0,14;0,14;2;20;17;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;13:00;0,18;0,14;3;28;24;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;12:00;0,13;0,14;1;21;19;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;11:00;0,13;0,15;1;16;14;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;10:00;0,13;0,15;1;22;20;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;09:00;0,14;0,15;3;32;28;Muy bueno / Oso ona;11;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;08:00;0,13;0,15;3;26;22;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;07:00;0,14;0,15;5;34;27;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;06:00;0,15;0,15;2;21;18;Muy bueno / Oso ona;14;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;05:00;0,21;0,15;3;32;28;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;04:00;0,16;0,14;1;12;11;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;03:00;0,15;0,14;0;8;8;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;02:00;0,13;0,13;0;10;9;Muy bueno / Oso ona;14,08;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2024;01:00;0,13;0,14;0;11;11;Muy bueno / Oso ona;14,21;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;24:00;0,15;0,14;0;16;16;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;23:00;0,11;0,14;0;5;5;Muy bueno / Oso ona;14,29;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;22:00;0,17;0,15;2;29;26;Muy bueno / Oso ona;14,54;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;21:00;0,13;0,15;1;11;11;Muy bueno / Oso ona;14,88;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;20:00;0,13;0,16;1;14;12;Muy bueno / Oso ona;15,46;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;19:00;0,16;0,17;1;22;21;Muy bueno / Oso ona;15,63;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;18:00;0,16;0,18;0;16;16;Muy bueno / Oso ona;15,54;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;17:00;0,16;0,19;1;15;14;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;16:00;0,15;0,2;1;13;11;Muy bueno / Oso ona;15,92;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;15:00;0,16;0,25;1;11;9;Muy bueno / Oso ona;15,92;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;14:00;0,19;0,34;1;10;8;Muy bueno / Oso ona;15,96;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;13:00;0,22;0,4;2;12;9;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;12:00;0,2;0,42;2;11;9;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;11:00;0,23;0,43;10;38;23;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;10:00;0,23;0,43;10;39;25;Muy bueno / Oso ona;14,92;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2024;09:00;0,39;0,42;57;133;46;Bueno / Ona;14,67;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2024;08:00;0,76;0,42;180;342;67;Bueno / Ona;14;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2024;07:00;0,77;0,37;166;320;66;Bueno / Ona;13,33;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2024;06:00;0,53;0,29;65;148;49;Bueno / Ona;13,04;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2024;05:00;0,31;0,24;13;53;33;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
