Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;Benceno (µg/m3);Etilbenceno (µg/m3);Tolueno (µg/m3);ICA Estación
25/12/2024;09:00;0,17;0,18;0;12;11;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;08:00;0,21;0,2;0;9;9;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;07:00;0,17;0,2;0;5;5;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;06:00;0,15;0,2;0;7;6;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;05:00;0,15;0,21;0;7;7;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;04:00;0,16;0,23;0;8;8;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;03:00;0,24;0,24;0;13;13;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;02:00;0,28;0,25;1;26;25;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;01:00;0,25;0,25;4;39;33;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;24:00;0,23;0,25;4;28;23;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;23:00;0,21;0,25;1;23;22;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;22:00;0,24;0,25;1;28;27;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;21:00;0,26;0,24;1;47;46;Bueno / Ona;5,5;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Bueno / Ona
24/12/2024;20:00;0,27;0,23;7;62;52;Bueno / Ona;5,67;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Bueno / Ona
24/12/2024;19:00;0,27;0,22;4;51;45;Bueno / Ona;5,67;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Bueno / Ona
24/12/2024;18:00;0,28;0,2;8;63;51;Bueno / Ona;5,83;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;;;Bueno / Ona
24/12/2024;17:00;0,24;0,19;1;34;33;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;16:00;0,21;0,17;2;29;27;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;15:00;0,21;0,16;7;50;39;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;14:00;0,2;0,16;7;45;35;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;13:00;0,15;0,15;1;15;12;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;12:00;0,16;0,14;1;19;17;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;11:00;0,14;0,14;1;15;13;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;10:00;0,13;0,14;1;13;12;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;09:00;0,15;0,14;1;17;16;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;08:00;0,16;0,13;0;17;17;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;07:00;0,14;0,13;0;11;11;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;06:00;0,13;0,13;0;5;5;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;05:00;0,13;0,13;0;4;4;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;04:00;0,14;0,13;0;6;6;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;03:00;0,13;0,13;0;5;5;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;02:00;0,1;0,14;0;5;5;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/12/2024;01:00;0,11;0,14;0;5;5;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;24:00;0,14;0,15;0;10;10;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;23:00;0,14;0,15;0;13;13;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;22:00;0,13;0,15;0;13;12;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;21:00;0,15;0,15;2;24;21;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;20:00;0,19;0,16;0;20;19;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;19:00;0,18;0,16;2;32;29;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;18:00;0,15;0,16;2;31;29;Muy bueno / Oso ona;9;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;17:00;0,14;0,17;3;28;23;Muy bueno / Oso ona;9;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;16:00;0,14;0,18;3;23;19;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;15:00;0,14;0,19;5;29;21;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;14:00;0,18;0,19;4;23;17;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;13:00;0,2;0,2;8;35;23;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;12:00;0,2;0,19;6;24;15;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;11:00;0,2;0,19;3;16;12;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;10:00;0,2;0,18;2;15;11;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;09:00;0,22;0,18;3;18;14;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;08:00;0,19;0,17;1;10;8;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;07:00;0,18;0,17;1;9;8;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;06:00;0,18;0,17;0;5;5;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;05:00;0,16;0,16;0;2;2;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;04:00;0,15;0,16;0;2;2;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;03:00;0,14;0,16;0;1;1;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;02:00;0,18;0,17;0;1;1;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/12/2024;01:00;0,17;0,16;0;3;3;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;24:00;0,16;0,16;0;2;2;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;23:00;0,17;0,16;0;3;2;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;22:00;0,16;0,16;2;7;3;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;21:00;0,14;0,16;0;5;5;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;20:00;0,16;0,16;0;5;5;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;19:00;0,17;0,16;0;6;6;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;18:00;0,15;0,17;0;7;7;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;17:00;0,15;0,19;1;8;6;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;16:00;0,17;0,19;0;11;11;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;15:00;0,16;0,21;1;11;11;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;14:00;0,18;0,22;1;14;12;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;13:00;0,17;0,22;1;12;10;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;12:00;0,17;0,22;2;11;8;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;11:00;0,29;0,22;15;48;26;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;10:00;0,25;0,21;8;33;21;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;09:00;0,28;0,19;4;27;22;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;08:00;0,25;0,18;2;30;27;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;07:00;0,19;0,16;0;12;12;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;06:00;0,17;0,15;0;12;11;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;05:00;0,16;0,15;0;12;11;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;04:00;0,14;0,16;0;8;8;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;03:00;0,13;0,17;0;8;8;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;02:00;0,15;0,2;0;8;8;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/12/2024;01:00;0,15;0,22;0;10;10;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;24:00;0,17;0,24;0;11;11;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;23:00;0,17;0,25;0;13;13;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;22:00;0,17;0,25;1;25;24;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;21:00;0,22;0,24;1;37;35;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;20:00;0,37;0,23;36;114;58;Bueno / Ona;4,92;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;;;;Bueno / Ona
21/12/2024;19:00;0,3;0,21;9;74;60;Bueno / Ona;4,83;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;;;;Bueno / Ona
21/12/2024;18:00;0,31;0,18;10;64;49;Bueno / Ona;4,63;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;;;;Bueno / Ona
21/12/2024;17:00;0,25;0,15;5;44;36;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;16:00;0,18;0,14;1;17;15;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;15:00;0,17;0,13;1;13;12;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;14:00;0,1;0,13;1;12;10;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;13:00;0,1;0,13;1;11;9;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;12:00;0,1;0,13;1;13;11;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;11:00;0,11;0,14;1;11;9;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;10:00;0,13;0,14;1;11;9;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;09:00;0,17;0,15;1;15;14;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;08:00;0,15;0,15;0;14;14;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;07:00;0,14;0,16;0;9;9;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;06:00;0,16;0,16;0;16;16;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;05:00;0,14;0,17;0;15;15;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;04:00;0,13;0,18;0;12;12;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;03:00;0,12;0,19;0;9;9;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;02:00;0,18;0,2;0;7;7;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/12/2024;01:00;0,19;0,21;0;8;8;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;24:00;0,23;0,21;0;13;13;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;23:00;0,19;0,2;0;15;15;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;22:00;0,21;0,2;0;19;19;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;21:00;0,2;0,19;0;19;19;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;20:00;0,24;0,18;0;19;19;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;19:00;0,21;0,17;0;28;28;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;18:00;0,21;0,16;0;23;23;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;17:00;0,16;0,15;0;19;19;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;16:00;0,18;0,16;3;31;26;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;15:00;0,19;0,16;6;44;35;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;14:00;0,13;0,17;6;36;27;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;13:00;0,11;0,17;1;17;14;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;12:00;0,13;0,18;2;17;14;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;11:00;0,16;0,18;1;26;25;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;1,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;10:00;0,19;0,18;2;33;30;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;09:00;0,22;0,18;2;46;43;Bueno / Ona;6,96;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;;;;Bueno / Ona
20/12/2024;08:00;0,22;0,17;1;47;46;Bueno / Ona;7,88;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;;;;Bueno / Ona
20/12/2024;07:00;0,21;0,17;4;36;29;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;06:00;0,17;0,16;0;17;16;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;05:00;0,15;0,16;0;11;11;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;04:00;0,13;0,16;0;6;6;Muy bueno / Oso ona;16,83;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/12/2024;03:00;0,13;0,17;0;6;6;Muy bueno / Oso ona;21,79;Bueno / Ona;5,33;Muy bueno / Oso ona;;;;Bueno / Ona
20/12/2024;02:00;0,18;0,17;0;5;5;Muy bueno / Oso ona;27,58;Bueno / Ona;6,75;Muy bueno / Oso ona;;;;Bueno / Ona
20/12/2024;01:00;0,17;0,17;0;4;4;Muy bueno / Oso ona;34,29;Bueno / Ona;8,54;Muy bueno / Oso ona;;;;Bueno / Ona
19/12/2024;24:00;0,17;0,17;0;6;6;Muy bueno / Oso ona;42,04;Regular / Erregularra;;Sin datos / Daturik gabe;;;;Regular / Erregularra
19/12/2024;23:00;0,17;0,17;0;8;8;Muy bueno / Oso ona;49,58;Regular / Erregularra;12,46;Bueno / Ona;;;;Regular / Erregularra
19/12/2024;22:00;0,19;0,16;0;9;9;Muy bueno / Oso ona;56,63;Malo / Txarra;14,04;Bueno / Ona;;;;Malo / Txarra
19/12/2024;21:00;0,17;0,15;0;10;9;Muy bueno / Oso ona;63,71;Malo / Txarra;15,63;Bueno / Ona;;;;Malo / Txarra
19/12/2024;20:00;0,18;0,15;0;9;9;Muy bueno / Oso ona;70,96;Malo / Txarra;17,33;Bueno / Ona;;;;Malo / Txarra
19/12/2024;19:00;0,17;0,14;1;12;11;Muy bueno / Oso ona;78,04;Malo / Txarra;19,13;Bueno / Ona;;;;Malo / Txarra
19/12/2024;18:00;0,15;0,13;0;12;11;Muy bueno / Oso ona;83,63;Malo / Txarra;;Sin datos / Daturik gabe;;;;Malo / Txarra
19/12/2024;17:00;0,14;0,13;0;14;14;Muy bueno / Oso ona;88,21;Malo / Txarra;21,5;Regular / Erregularra;;;;Malo / Txarra
19/12/2024;16:00;0,14;0,13;1;12;10;Muy bueno / Oso ona;92,25;Malo / Txarra;22,46;Regular / Erregularra;;;;Malo / Txarra
19/12/2024;15:00;0,13;0,13;2;11;8;Muy bueno / Oso ona;96,42;Malo / Txarra;23,5;Regular / Erregularra;;;;Malo / Txarra
19/12/2024;14:00;0,12;0,13;3;15;11;Muy bueno / Oso ona;99,83;Malo / Txarra;24,46;Regular / Erregularra;;;;Malo / Txarra
19/12/2024;13:00;0,12;0,13;1;13;11;Muy bueno / Oso ona;101,92;Muy malo / Oso txarra;;Sin datos / Daturik gabe;;;;Muy malo / Oso txarra
19/12/2024;12:00;0,13;0,14;0;8;8;Muy bueno / Oso ona;103,71;Muy malo / Oso txarra;;Sin datos / Daturik gabe;;;;Muy malo / Oso txarra
19/12/2024;11:00;0,14;0,14;1;9;8;Muy bueno / Oso ona;105,54;Muy malo / Oso txarra;26,75;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;10:00;0,14;0,15;0;7;7;Muy bueno / Oso ona;106,58;Muy malo / Oso txarra;27,54;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;09:00;0,13;0,14;0;6;6;Muy bueno / Oso ona;107,63;Muy malo / Oso txarra;28,29;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;08:00;0,13;0,14;1;7;6;Muy bueno / Oso ona;107,92;Muy malo / Oso txarra;28,92;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;07:00;0,14;0,14;0;8;8;Muy bueno / Oso ona;107,29;Muy malo / Oso txarra;29,08;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;06:00;0,16;0,14;1;9;7;Muy bueno / Oso ona;106,21;Muy malo / Oso txarra;28,96;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;05:00;0,16;0,14;1;9;9;Muy bueno / Oso ona;104;Muy malo / Oso txarra;28,5;Malo / Txarra;;;;Muy malo / Oso txarra
19/12/2024;04:00;0,15;0,14;0;2;2;Muy bueno / Oso ona;;Sin datos / Daturik gabe;27,71;Malo / Txarra;;;;Malo / Txarra
19/12/2024;03:00;0,14;0,13;0;2;2;Muy bueno / Oso ona;95,67;Malo / Txarra;26,83;Malo / Txarra;;;;Malo / Txarra
19/12/2024;02:00;0,14;0,13;0;2;2;Muy bueno / Oso ona;89,96;Malo / Txarra;;Sin datos / Daturik gabe;;;;Malo / Txarra
19/12/2024;01:00;0,13;0,14;0;2;2;Muy bueno / Oso ona;83,58;Malo / Txarra;24,33;Regular / Erregularra;;;;Malo / Txarra
18/12/2024;24:00;0,13;0,14;0;2;2;Muy bueno / Oso ona;76,88;Malo / Txarra;22,5;Regular / Erregularra;;;;Malo / Txarra
18/12/2024;23:00;0,13;0,14;0;4;4;Muy bueno / Oso ona;69,75;Malo / Txarra;;Sin datos / Daturik gabe;;;;Malo / Txarra
18/12/2024;22:00;0,14;0,14;0;8;8;Muy bueno / Oso ona;62,67;Malo / Txarra;19,13;Bueno / Ona;;;;Malo / Txarra
18/12/2024;21:00;0,13;0,15;0;9;9;Muy bueno / Oso ona;55,79;Malo / Txarra;17,58;Bueno / Ona;;;;Malo / Txarra
18/12/2024;20:00;0,14;0,15;1;15;14;Muy bueno / Oso ona;49,04;Regular / Erregularra;16,42;Bueno / Ona;;;;Regular / Erregularra
18/12/2024;19:00;0,14;0,16;1;21;20;Muy bueno / Oso ona;42,79;Regular / Erregularra;15,21;Bueno / Ona;;;;Regular / Erregularra
18/12/2024;18:00;0,16;0,17;1;21;19;Muy bueno / Oso ona;37,83;Regular / Erregularra;14,42;Bueno / Ona;;;;Regular / Erregularra
18/12/2024;17:00;0,14;0,18;1;13;11;Muy bueno / Oso ona;33,75;Bueno / Ona;13,63;Bueno / Ona;;;;Bueno / Ona
18/12/2024;16:00;0,15;0,23;1;10;8;Muy bueno / Oso ona;30,04;Bueno / Ona;13,08;Bueno / Ona;;;;Bueno / Ona
