Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
23/09/2025;16:00;1;11;10;Muy bueno / Oso ona;12,5;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;350;77;1013,9;96,9;14,3;2,16;Muy bueno / Oso ona
23/09/2025;15:00;0;8;8;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;319;52;1013,2;224,4;17,5;1,28;Muy bueno / Oso ona
23/09/2025;14:00;1;7;6;Muy bueno / Oso ona;12;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;55;1013,8;559,8;18,1;0,95;Muy bueno / Oso ona
23/09/2025;13:00;0;8;8;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;328;58;1014,2;370,4;17,6;0,85;Muy bueno / Oso ona
23/09/2025;12:00;1;12;11;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;310;64;1014,5;321,9;17,1;0,65;Muy bueno / Oso ona
23/09/2025;11:00;7;29;19;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;6;Muy bueno / Oso ona;288;74;1014,9;585,9;16,1;1,3;Muy bueno / Oso ona
23/09/2025;10:00;18;62;35;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;308;88;1014,7;282,4;14,4;1,44;Muy bueno / Oso ona
23/09/2025;09:00;21;65;33;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;103;89;1014,2;213,5;14,1;0,54;Muy bueno / Oso ona
23/09/2025;08:00;15;56;34;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;98;93;1013,6;107,4;12,8;0,66;Muy bueno / Oso ona
23/09/2025;07:00;9;49;35;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;103;95;1013,3;27,9;12;0,82;Muy bueno / Oso ona
23/09/2025;06:00;4;38;34;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;98;95;1012,9;0,9;12,2;0,78;Muy bueno / Oso ona
23/09/2025;05:00;1;28;28;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;107;94;1012,4;0,3;12,4;0,81;Muy bueno / Oso ona
23/09/2025;04:00;0;23;24;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;102;95;1012,3;0,3;12,4;0,69;Muy bueno / Oso ona
23/09/2025;03:00;0;13;13;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;114;97;1012,2;0,3;12,6;0,39;Muy bueno / Oso ona
23/09/2025;02:00;0;17;16;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;17;97;1012,2;0,3;12,7;0,35;Muy bueno / Oso ona
23/09/2025;01:00;0;13;13;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;93;97;1012,1;0,3;12,5;0,57;Muy bueno / Oso ona
22/09/2025;24:00;0;16;16;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;57;97;1011,6;0,3;12,8;0,43;Muy bueno / Oso ona
22/09/2025;23:00;0;9;9;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;72;96;1011,5;0,3;12,6;0,43;Muy bueno / Oso ona
22/09/2025;22:00;0;11;11;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;22;97;1011,6;0,3;12,6;0,44;Muy bueno / Oso ona
22/09/2025;21:00;0;14;14;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;86;96;1011,3;0,3;12,9;0,43;Muy bueno / Oso ona
22/09/2025;20:00;0;17;17;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;82;91;1010,6;0,3;13,5;0,96;Muy bueno / Oso ona
22/09/2025;19:00;0;25;25;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;52;89;1010;0,8;13,7;0,57;Muy bueno / Oso ona
22/09/2025;18:00;0;17;17;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;13;83;1009,7;20,1;14,2;0,34;Muy bueno / Oso ona
22/09/2025;17:00;0;11;11;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;299;81;1009,1;52,2;14,2;0,95;Muy bueno / Oso ona
22/09/2025;16:00;0;7;7;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;275;74;1009,1;67,8;14,5;2,44;Muy bueno / Oso ona
22/09/2025;15:00;0;3;3;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;266;58;1008,9;153,5;16,9;3,46;Muy bueno / Oso ona
22/09/2025;14:00;0;3;3;Muy bueno / Oso ona;8;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;272;56;1008,8;337,1;17,7;3;Muy bueno / Oso ona
22/09/2025;13:00;0;3;3;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;274;59;1009,5;520,2;17,6;2,25;Muy bueno / Oso ona
22/09/2025;12:00;0;5;5;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;278;62;1009,6;454,4;16,8;2,4;Muy bueno / Oso ona
22/09/2025;11:00;0;5;5;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;281;63;1009,6;538,7;16,3;3,26;Muy bueno / Oso ona
22/09/2025;10:00;2;18;15;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;331;74;1009,4;270,9;14,7;1,08;Muy bueno / Oso ona
22/09/2025;09:00;3;25;21;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;338;81;1009,3;94,6;13,3;1,13;Muy bueno / Oso ona
22/09/2025;08:00;7;46;36;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;121;88;1008,9;52,6;12,2;1,12;Muy bueno / Oso ona
22/09/2025;07:00;13;62;42;Bueno / Ona;7,63;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;122;88;1008,8;36,3;12;1,29;Bueno / Ona
22/09/2025;06:00;5;44;37;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;127;89;1008,6;0,6;11,8;1,31;Muy bueno / Oso ona
22/09/2025;05:00;1;31;31;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;126;86;1008,7;0,3;12,1;1,18;Muy bueno / Oso ona
22/09/2025;04:00;0;25;25;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;138;79;1008,6;0,3;12,6;1,19;Muy bueno / Oso ona
22/09/2025;03:00;0;6;6;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;122;76;1008,5;0,3;13,1;0,44;Muy bueno / Oso ona
22/09/2025;02:00;0;3;3;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;274;68;1009,1;0,3;13,9;1,79;Muy bueno / Oso ona
22/09/2025;01:00;0;8;8;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;309;66;1009,3;0,3;13,9;1,01;Muy bueno / Oso ona
21/09/2025;24:00;0;7;7;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;296;69;1009,4;0,3;13,8;1,08;Muy bueno / Oso ona
21/09/2025;23:00;0;17;16;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;83;1009,9;0,3;12,6;0,37;Muy bueno / Oso ona
21/09/2025;22:00;1;24;23;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;92;86;1010,2;0,3;12,9;0,55;Muy bueno / Oso ona
21/09/2025;21:00;0;17;17;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;86;1010,3;0,3;13,5;0,93;Muy bueno / Oso ona
21/09/2025;20:00;0;16;16;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;79;84;1010,2;0,3;13,9;0,7;Muy bueno / Oso ona
21/09/2025;19:00;1;18;17;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;337;84;1009,8;1,2;14,1;0,33;Muy bueno / Oso ona
21/09/2025;18:00;0;7;7;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;318;83;1009,8;30,5;14;1,8;Muy bueno / Oso ona
21/09/2025;17:00;0;5;5;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;318;75;1009,2;44,5;15,5;2,89;Muy bueno / Oso ona
21/09/2025;16:00;0;3;3;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;338;79;1009,1;92,6;15,4;1,92;Muy bueno / Oso ona
21/09/2025;15:00;0;4;4;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;323;72;1009,1;238,3;17;1,7;Muy bueno / Oso ona
21/09/2025;14:00;0;4;4;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;318;80;1009,4;256,2;16;1,92;Muy bueno / Oso ona
21/09/2025;13:00;0;4;4;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;311;77;1009,6;295,5;16,1;3,17;Muy bueno / Oso ona
21/09/2025;12:00;0;4;4;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;9;Muy bueno / Oso ona;308;66;1009,6;325;17,2;3,21;Muy bueno / Oso ona
21/09/2025;11:00;0;3;3;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;288;70;1009,8;430,4;17,5;1,58;Muy bueno / Oso ona
21/09/2025;10:00;1;11;11;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;322;76;1009,9;251,7;17,2;0,5;Muy bueno / Oso ona
21/09/2025;09:00;1;12;11;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;114;83;1009,7;181,5;16,3;0,2;Muy bueno / Oso ona
21/09/2025;08:00;0;8;8;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;153;89;1009,2;113,3;14,6;1,17;Muy bueno / Oso ona
21/09/2025;07:00;0;9;9;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;120;92;1009;20,7;14;1,09;Muy bueno / Oso ona
21/09/2025;06:00;0;8;8;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;94;93;1009,1;0,5;14,1;0,6;Muy bueno / Oso ona
21/09/2025;05:00;0;5;5;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;141;92;1009,4;0,3;14,3;0,1;Muy bueno / Oso ona
21/09/2025;04:00;0;8;8;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;288;94;1009,4;0,3;14;0,6;Muy bueno / Oso ona
21/09/2025;03:00;0;8;8;Muy bueno / Oso ona;14,29;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;296;90;1009,4;0,3;14,6;0,53;Muy bueno / Oso ona
21/09/2025;02:00;0;5;5;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;61;89;1010;0,3;15,1;0,33;Muy bueno / Oso ona
21/09/2025;01:00;0;10;10;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;7;90;1010,3;0,3;15,2;0,52;Muy bueno / Oso ona
20/09/2025;24:00;0;7;7;Muy bueno / Oso ona;16,75;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;318;90;1010,5;0,3;14,9;1,32;Muy bueno / Oso ona
20/09/2025;23:00;0;6;6;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;321;89;1011,2;0,3;15,5;1,69;Muy bueno / Oso ona
20/09/2025;22:00;0;9;9;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;301;93;1011,5;0,3;15,7;1,44;Muy bueno / Oso ona
20/09/2025;21:00;0;9;9;Muy bueno / Oso ona;18,63;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;319;93;1011,1;0,3;15,6;1,17;Muy bueno / Oso ona
20/09/2025;20:00;0;9;9;Muy bueno / Oso ona;19,13;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;308;95;1010,9;0,3;15,8;0,98;Muy bueno / Oso ona
20/09/2025;19:00;0;6;6;Muy bueno / Oso ona;20;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;316;93;1009,9;0,7;16,2;2,22;Muy bueno / Oso ona
20/09/2025;18:00;0;6;6;Muy bueno / Oso ona;21,17;Bueno / Ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;324;85;1009,6;13;17,7;2,05;Bueno / Ona
20/09/2025;17:00;0;6;6;Muy bueno / Oso ona;21,96;Bueno / Ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;320;88;1009,5;35,8;17,9;1,81;Bueno / Ona
20/09/2025;16:00;0;3;3;Muy bueno / Oso ona;22,54;Bueno / Ona;9,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;316;94;1009,8;64,8;17,5;2,59;Bueno / Ona
20/09/2025;15:00;0;4;4;Muy bueno / Oso ona;23,08;Bueno / Ona;9,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;336;79;1009,5;67,5;20;2,57;Bueno / Ona
20/09/2025;14:00;0;3;3;Muy bueno / Oso ona;23,42;Bueno / Ona;9,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;328;70;1009,2;222,6;21,5;3,12;Bueno / Ona
20/09/2025;13:00;0;4;4;Muy bueno / Oso ona;23,63;Bueno / Ona;9,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;338;64;1009,4;579,6;22,9;3,17;Bueno / Ona
20/09/2025;12:00;0;5;5;Muy bueno / Oso ona;23,96;Bueno / Ona;9,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;322;60;1009,7;812,4;23,6;3,67;Bueno / Ona
20/09/2025;11:00;0;4;4;Muy bueno / Oso ona;23,83;Bueno / Ona;9,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;292;67;1008,6;718,5;25,2;2,48;Bueno / Ona
20/09/2025;10:00;0;4;4;Muy bueno / Oso ona;23,96;Bueno / Ona;9,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;192;51;1007,8;607,7;28,4;1,93;Bueno / Ona
20/09/2025;09:00;0;5;5;Muy bueno / Oso ona;24,63;Bueno / Ona;9,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;171;55;1007,3;336,8;27,2;2,08;Bueno / Ona
20/09/2025;08:00;0;7;7;Muy bueno / Oso ona;25,21;Bueno / Ona;9,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;105;60;1006,8;245,4;25,9;1,37;Bueno / Ona
20/09/2025;07:00;0;6;6;Muy bueno / Oso ona;26,67;Bueno / Ona;9,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;108;63;1006,4;46,3;24,7;1,67;Bueno / Ona
20/09/2025;06:00;0;4;4;Muy bueno / Oso ona;27,67;Bueno / Ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;102;63;1006,1;0,7;24,8;2,04;Bueno / Ona
20/09/2025;05:00;0;6;6;Muy bueno / Oso ona;28,42;Bueno / Ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;136;59;1006,3;0,3;25,8;2,97;Bueno / Ona
20/09/2025;04:00;0;6;6;Muy bueno / Oso ona;28,75;Bueno / Ona;11,5;Bueno / Ona;4;Muy bueno / Oso ona;108;55;1006,9;0,3;25,8;1,76;Bueno / Ona
20/09/2025;03:00;0;10;10;Muy bueno / Oso ona;29,17;Bueno / Ona;12,17;Bueno / Ona;4;Muy bueno / Oso ona;139;53;1006,7;0,3;26,2;0,99;Bueno / Ona
20/09/2025;02:00;0;10;10;Muy bueno / Oso ona;29,63;Bueno / Ona;12,92;Bueno / Ona;3;Muy bueno / Oso ona;107;58;1007,1;0,3;25,4;1,75;Bueno / Ona
20/09/2025;01:00;0;14;14;Muy bueno / Oso ona;30,63;Bueno / Ona;13,96;Bueno / Ona;3;Muy bueno / Oso ona;103;60;1007,6;0,3;25,2;2,06;Bueno / Ona
19/09/2025;24:00;0;9;9;Muy bueno / Oso ona;31,63;Bueno / Ona;14,96;Bueno / Ona;3;Muy bueno / Oso ona;104;62;1008,1;0,3;25,4;1,68;Bueno / Ona
19/09/2025;23:00;0;6;6;Muy bueno / Oso ona;32,38;Bueno / Ona;15,79;Bueno / Ona;3;Muy bueno / Oso ona;108;67;1008,6;0,3;24,9;2,26;Bueno / Ona
19/09/2025;22:00;0;7;7;Muy bueno / Oso ona;32,92;Bueno / Ona;16,38;Bueno / Ona;3;Muy bueno / Oso ona;108;66;1008,8;0,3;25,1;2,44;Bueno / Ona
19/09/2025;21:00;0;4;4;Muy bueno / Oso ona;33,08;Bueno / Ona;16,63;Bueno / Ona;4;Muy bueno / Oso ona;90;56;1008,7;0,3;26,5;2,65;Bueno / Ona
19/09/2025;20:00;0;14;14;Muy bueno / Oso ona;33,08;Bueno / Ona;16,83;Bueno / Ona;4;Muy bueno / Oso ona;142;38;1007,3;0,3;30,9;1,73;Bueno / Ona
19/09/2025;19:00;0;19;19;Muy bueno / Oso ona;32,92;Bueno / Ona;16,96;Bueno / Ona;4;Muy bueno / Oso ona;159;41;1006,3;1;31,4;1,86;Bueno / Ona
19/09/2025;18:00;0;12;12;Muy bueno / Oso ona;32,71;Bueno / Ona;17,13;Bueno / Ona;4;Muy bueno / Oso ona;112;37;1005,5;38,1;32,7;2,52;Bueno / Ona
19/09/2025;17:00;0;6;6;Muy bueno / Oso ona;32,92;Bueno / Ona;17,42;Bueno / Ona;4;Muy bueno / Oso ona;117;34;1005,5;137,1;33,8;2,94;Bueno / Ona
19/09/2025;16:00;0;8;8;Muy bueno / Oso ona;33,63;Bueno / Ona;17,83;Bueno / Ona;4;Muy bueno / Oso ona;112;32;1005,8;297,6;35,4;2,34;Bueno / Ona
19/09/2025;15:00;0;8;8;Muy bueno / Oso ona;34,67;Bueno / Ona;18,29;Bueno / Ona;4;Muy bueno / Oso ona;105;31;1006,5;581,2;36;1,6;Bueno / Ona
19/09/2025;14:00;0;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;18,75;Bueno / Ona;5;Muy bueno / Oso ona;81;34;1007,3;677,1;35;1,49;Bueno / Ona
19/09/2025;13:00;0;10;10;Muy bueno / Oso ona;37,29;Regular / Erregularra;19,21;Bueno / Ona;4;Muy bueno / Oso ona;128;38;1008,3;642,9;33,5;0,31;Regular / Erregularra
19/09/2025;12:00;1;14;13;Muy bueno / Oso ona;37,54;Regular / Erregularra;19,33;Bueno / Ona;3;Muy bueno / Oso ona;126;43;1008,9;492,3;31,4;2,02;Regular / Erregularra
19/09/2025;11:00;0;11;11;Muy bueno / Oso ona;37,54;Regular / Erregularra;19,42;Bueno / Ona;4;Muy bueno / Oso ona;105;46;1009,7;243;30,1;1,97;Regular / Erregularra
19/09/2025;10:00;0;9;9;Muy bueno / Oso ona;37,75;Regular / Erregularra;19,58;Bueno / Ona;4;Muy bueno / Oso ona;76;47;1010,6;464,5;30;1,41;Regular / Erregularra
19/09/2025;09:00;2;20;18;Muy bueno / Oso ona;37,67;Regular / Erregularra;19,75;Bueno / Ona;4;Muy bueno / Oso ona;143;52;1010,9;467,6;28,6;1,52;Regular / Erregularra
19/09/2025;08:00;2;25;22;Muy bueno / Oso ona;37,79;Regular / Erregularra;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;91;58;1010,3;219,8;25,9;1,91;Regular / Erregularra
19/09/2025;07:00;42;113;50;Bueno / Ona;37,17;Regular / Erregularra;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;102;73;1009,4;58,9;22,5;1,37;Regular / Erregularra
19/09/2025;06:00;24;70;34;Muy bueno / Oso ona;36,79;Regular / Erregularra;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;117;86;1009;1,4;20,1;1,59;Regular / Erregularra
19/09/2025;05:00;9;42;29;Muy bueno / Oso ona;36,42;Regular / Erregularra;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;123;92;1008,8;0,3;19,3;1,85;Regular / Erregularra
19/09/2025;04:00;2;28;25;Muy bueno / Oso ona;36;Regular / Erregularra;19,75;Bueno / Ona;3;Muy bueno / Oso ona;111;96;1008,8;0,3;19;1,36;Regular / Erregularra
19/09/2025;03:00;0;16;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;19,42;Bueno / Ona;3;Muy bueno / Oso ona;143;96;1009;0,3;19,2;1,99;Bueno / Ona
19/09/2025;02:00;0;23;23;Muy bueno / Oso ona;;Sin datos / Daturik gabe;18,92;Bueno / Ona;3;Muy bueno / Oso ona;114;92;1009,8;0,3;20,2;1,23;Bueno / Ona
19/09/2025;01:00;0;22;22;Muy bueno / Oso ona;34,08;Bueno / Ona;18,13;Bueno / Ona;3;Muy bueno / Oso ona;33;89;1010,4;0,3;21,2;0,29;Bueno / Ona
18/09/2025;24:00;0;12;12;Muy bueno / Oso ona;33,25;Bueno / Ona;17,46;Bueno / Ona;3;Muy bueno / Oso ona;356;88;1010,6;0,3;21,4;0,32;Bueno / Ona
18/09/2025;23:00;0;14;14;Muy bueno / Oso ona;32,75;Bueno / Ona;17,08;Bueno / Ona;3;Muy bueno / Oso ona;26;91;1010,9;0,3;21;0,64;Bueno / Ona
18/09/2025;22:00;0;13;13;Muy bueno / Oso ona;32,54;Bueno / Ona;16,88;Bueno / Ona;4;Muy bueno / Oso ona;333;88;1011;0,3;21,3;0,83;Bueno / Ona
18/09/2025;21:00;0;9;9;Muy bueno / Oso ona;32,42;Bueno / Ona;16,83;Bueno / Ona;4;Muy bueno / Oso ona;315;88;1010,8;0,3;21,4;1,45;Bueno / Ona
18/09/2025;20:00;0;13;13;Muy bueno / Oso ona;32,29;Bueno / Ona;16,79;Bueno / Ona;5;Muy bueno / Oso ona;314;86;1010,3;0,3;21,7;2,68;Bueno / Ona
18/09/2025;19:00;0;38;39;Muy bueno / Oso ona;32,17;Bueno / Ona;16,83;Bueno / Ona;5;Muy bueno / Oso ona;297;77;1009,1;2,2;23,6;3,5;Bueno / Ona
18/09/2025;18:00;1;43;43;Bueno / Ona;31,63;Bueno / Ona;16,67;Bueno / Ona;4;Muy bueno / Oso ona;298;66;1008,2;29;26,6;2,63;Bueno / Ona
18/09/2025;17:00;1;48;47;Bueno / Ona;30,88;Bueno / Ona;16,42;Bueno / Ona;3;Muy bueno / Oso ona;297;56;1008;205,3;29,4;3,07;Bueno / Ona
18/09/2025;16:00;2;51;49;Bueno / Ona;29,88;Bueno / Ona;16,04;Bueno / Ona;3;Muy bueno / Oso ona;297;54;1008,3;464,5;30,5;2,82;Bueno / Ona
18/09/2025;15:00;3;52;50;Bueno / Ona;28,63;Bueno / Ona;15,54;Bueno / Ona;3;Muy bueno / Oso ona;296;51;1008,9;642,1;31,3;2,61;Bueno / Ona
18/09/2025;14:00;2;42;40;Muy bueno / Oso ona;27,38;Bueno / Ona;15,08;Bueno / Ona;3;Muy bueno / Oso ona;296;49;1009,6;757,8;31,9;2,05;Bueno / Ona
18/09/2025;13:00;1;15;15;Muy bueno / Oso ona;25,96;Bueno / Ona;14,67;Bueno / Ona;4;Muy bueno / Oso ona;9;45;1010,5;839,6;33,6;0,24;Bueno / Ona
18/09/2025;12:00;3;20;16;Muy bueno / Oso ona;25,67;Bueno / Ona;14,54;Bueno / Ona;4;Muy bueno / Oso ona;125;50;1011,5;842,8;31,1;0,99;Bueno / Ona
18/09/2025;11:00;6;32;24;Muy bueno / Oso ona;26;Bueno / Ona;14,54;Bueno / Ona;4;Muy bueno / Oso ona;158;62;1012,1;782;26,3;1,69;Bueno / Ona
18/09/2025;10:00;9;32;20;Muy bueno / Oso ona;25,92;Bueno / Ona;14,46;Bueno / Ona;4;Muy bueno / Oso ona;167;74;1012,8;648,7;21,9;1,5;Bueno / Ona
18/09/2025;09:00;10;38;23;Muy bueno / Oso ona;29,79;Bueno / Ona;14,92;Bueno / Ona;4;Muy bueno / Oso ona;155;84;1013;406;18,9;1,68;Bueno / Ona
18/09/2025;08:00;5;34;28;Muy bueno / Oso ona;30,83;Bueno / Ona;14,92;Bueno / Ona;3;Muy bueno / Oso ona;166;91;1012,9;89,9;17,1;2,25;Bueno / Ona
